Protein	UniquePeptides	TotalPSMs	Cp1	Cp2	Lf1	Lf2	Mt1	Mt2	Cp1_noPF	Cp2_noPF	Lf1_noPF	Lf2_noPF	Mt1_noPF	Mt2_noPF
Sconica_v3_06615-RA	7	13	5143866.751	0	163242708.942	65702531.85	763562656	517454605.23	0	0	0	0	763562656	463459323.02
Sconica_v3_06632-RA	5	8	0	8762155.747	535137780.97	877802887.72	72963468	0	0	0	224778443.35	670312229.62	0	0
Sconica_v3_06639-RA	2	6	486792780.8	488665405	123418385.74	26946329.74	0	22800399.38	486792780.8	0	123418385.74	26946329.74	0	0
Sconica_v3_06640-RA	1	1	294864210.3	340621063.1	424154282.4	714623973.5	0	65254000.46	294864210.3	0	0	0	0	0
Sconica_v3_06696-RA	8	32	678138229.35	695285656.21	2806622719.42	1193296705.37	4434260276	4339083238.57	625719300.81	494388059.25	1455552309.9	1127297991.6	3317311088	4287528415.8
Sconica_v3_06702-RA	8	14	0	37000090.77	36147584.13	19295014.534	1577681517.25	1129902465.94	0	0	0	0	1478091365.25	886353778.94
Sconica_v3_06715-RA	8	13	186055283.67	699289942.834	1982597132.31	2481313604.44	0	0	21367749.74	0	1638942528.91	1925319276.34	0	0
Sconica_v3_06728-RA	2	2	0	0	59275318.57	116047256.69	53421130	21141552.261	0	0	0	116047256.69	0	0
Sconica_v3_06731-RA	2	2	505524866	199423136.2	38188962.39	415513963.4	0	14414494.58	0	0	0	415513963.4	0	0
Sconica_v3_06747-RA	5	23	4330485428.58	10753835680.3	4545588463.64	2647078040.1	119489548	130333394.583	4289438671.3	10753835680.3	4302496440.1	2627560896.3	119489548	0
Sconica_v3_06757-RA	2	2	0	0	76471962.89	97746588.31	0	0	0	0	76471962.89	0	0	0
Sconica_v3_06758-RA	1	3	26363284.74	0	907393085	1357246403	153944240	63431047.41	0	0	907393085	1357246403	0	63431047.41
Sconica_v3_06760-RA	12	34	1140836241.57	1201491357	1427605326.61	2031091862.57	240846973	341940832.66	916687182.07	1028030599.94	547917985.91	1690271569.98	182263600	0
Sconica_v3_06797-RA	1	1	0	0	106405920.4	63519904.45	23305648	0	0	0	0	63519904.45	0	0
Sconica_v3_06798-RA	2	6	85321360.24	101387471.55	1093806603.7	1045039962.9	186067866	429052963.7	0	0	1093806603.7	484036983.2	135900510	324660434.9
Sconica_v3_06877-RA	3	7	225732175.2	61520795.47	1839461686.6	1918706348.3	81472188	70678487.91	0	0	1839461686.6	1124168020.8	56044384	55913139.02
Sconica_v3_06894-RA	1	1	0	0	35228636.25	0	0	0	0	0	35228636.25	0	0	0
Sconica_v3_06908-RA	2	2	113623206.68	176262655.59	104617538.94	51494850.5	0	0	42969472.44	0	35553006.01	0	0	0
Sconica_v3_06941-RA	32	100	9011799549.876	13276301747.49	5517114651.84	7234292809.13	863381401	807778833.44	6554037876.99	12409628689.99	4125023853.34	5254089810.53	156908288	384825043.47
Sconica_v3_06942-RA	3	10	142270608.97	172375033.83	668230583.9	1692976736.43	0	20294458.648	142270608.97	108603093.6	668230583.9	141682160.7	0	0
Sconica_v3_07051-RA	1	1	0	13847014.52	17792446.45	0	31937422	9816665.794	0	0	17792446.45	0	0	0
Sconica_v3_07119-RA	2	7	0	0	226793905.1	661347569.1	3175275712	3452670318.3	0	0	226793905.1	661347569.1	3175275712	3452670318.3
Sconica_v3_07175-RA	3	5	0	0	472060731.77	168572719.47	86899627.75	92863333.434	0	0	453665679.56	44547982.46	4158887.75	8091903.884
Sconica_v3_07188-RA	10	23	1203335453.47	1769207609.18	1075046378.8	1089898490.75	177375958	58370144.233	725199700.57	1693796017.32	544424473.7	501889289.7	56190416	0
Sconica_v3_07213-RA	1	1	0	0	50035320.46	76611068.61	0	0	0	0	0	76611068.61	0	0
Sconica_v3_07269-RA	44	141	727762389.997	181725289.639	4181777173.18	8715004916.96	64039266238.75	49679948657.41	0	0	863168755.03	2801034588.98	54413245278.75	46543195277.76
Sconica_v3_07273-RA	2	2	30666077.1	0	146805437.02	736600176.2	33295894	60028154.64	0	0	82327896.23	357017160.2	0	0
Sconica_v3_07276-RA	3	6	1516864.884	6151535.358	916065700.7	1464151275.834	10243993	57040569.642	0	0	916065700.7	1464151275.834	0	0
Sconica_v3_07285-RA	3	4	245552800.3	190952685	79040519.21	0	281394540	112353993.918	0	0	0	0	281394540	0
Sconica_v3_07294-RA	9	14	1274184452.19	1359858476.01	81205225.61	1662527499.54	1831291956	1418930578.36	0	0	0	0	1831291956	679055840.17
Sconica_v3_07347-RA	1	3	50022671.89	151088347.3	219412467.3	235026893.6	22755828	85044245	0	0	219412467.3	235026893.6	0	85044245
Sconica_v3_07355-RA	1	2	5283408.501	10477660.65	9102738.94	3180416.53	15403657	32037695.33	0	0	0	0	15403657	32037695.33
Sconica_v3_07366-RA	7	9	21754324.98	0	423014946.07	1140247942.17	55063545.75	87587875.5009	0	0	241629394.87	454892327.37	0	73861143.17
Sconica_v3_07368-RA	10	14	605529311.086	190147731.751	910039670.673	2000581801.85	149823168	83866675.577	359221534.85	0	150953359.9	1328925933.59	0	0
Sconica_v3_07503-RA	7	10	557721385.71	1134685700.3	404179034.98	507331646.8	169006724	210435830.38	409173871.89	649174676.21	0	0	118703680	59175030.53
Sconica_v3_07508-RA	1	1	0	0	31095769.96	54432778.56	16070645	0	0	0	0	54432778.56	0	0
Sconica_v3_07520-RA	14	25	101652790.8	287946893.15	133338350.2	424858432.25	5319099832	5118370845.19	0	0	47675237.16	95290889.13	5232022864	4910171429.58
Sconica_v3_07545-RA	3	3	102354203.6	0	71874838.54	234992440.87	0	0	0	0	47733941.67	130998689.37	0	0
Sconica_v3_07702-RA	2	2	0	0	0	330714503	11806582784	0	0	0	0	330714503	0	0
Sconica_v3_07705-RA	2	3	309746838	404295615.5	107047668.79	807562963.83	256543680	465290246.3	0	0	107047668.79	718574124.5	0	0
Sconica_v3_07723-RA	8	14	1055508450.95	703512258.04	856040670.917	1321164875.32	86276848	99245523.19	970561033.74	390089994.69	255521053.74	1321164875.32	0	0
Sconica_v3_07738-RA	1	1	0	0	81340905.56	53230873.32	0	0	0	0	0	53230873.32	0	0
Sconica_v3_07757-RA	12	15	120693120.07	97374091.43	179015442.76	251449432.43	1098450308	695573466.988	0	0	0	0	739893412	305420452.82
Sconica_v3_07764-RA	6	15	684255413.2	1010877849.04	935576149.63	1323136354.25	861105957	502985265.28	281921693.72	0	666329935.2	138775681.7	861105957	489678869.62
Sconica_v3_07777-RA	9	19	156869421.441	122814754.95	5379039515.94	17970331361.8	52462210.5	105755243.424	89449125.02	62667743.29	4927830390	17970331361.8	0	0
Sconica_v3_07812-RA	12	31	1375506714.7	2151277452.27	3487726342.69	836781619.21	1184663205	1037623989.45	934897376.94	2019961528.5	602106642.01	296094860.65	653678460	345345212.09
Sconica_v3_07830-RA	1	2	0	0	79144500.51	189170118.6	0	0	0	0	79144500.51	189170118.6	0	0
Sconica_v3_07953-RA	4	4	119746261.79	91429911.24	183770747.65	549677363.47	0	39323505.28	0	0	0	549677363.47	0	0
Sconica_v3_08049-RA	2	5	17078482.86	62146894.09	52675635.64	123626339.83	1092772526	539058632.17	0	0	0	0	1092772526	539058632.17
Sconica_v3_08063-RA	3	6	27335103.56	39023249.96	28162557.6	0	48706304	41872243.81	27335103.56	39023249.96	28162557.6	0	48706304	41872243.81
Sconica_v3_08397-RA	5	7	403181308.54	729936892	439354538.57	530368348.73	59772915	188029488.4	0	0	266160628.15	502065705.4	0	0
Sconica_v3_08423-RA	9	16	67372455.7	42810585.99	891633905.8	1753149071.18	458600876	189022774.462	0	0	425158941.46	1573800749.98	197732886	115134361.45
Sconica_v3_08429-RA	2	2	119682978.2	1088689026.8	233054448.34	18363651.25	133791304	131747823.7	119682978.2	874474980.6	0	0	0	0
Sconica_v3_08442-RA	7	10	17537682.7	9019680.556	8660703.389	53294831.09	1193759924	953264272.34	0	0	0	0	1117988756	242068783.21
Sconica_v3_08468-RA	4	6	40033515.428	13567622.68	503997307.61	1505540395.6	37262729	108008256.79	0	0	412278145.1	1267628456.2	0	0
Sconica_v3_08492-RA	9	46	20006338140.78	25952518486.4	17606447637.2	14098960992.06	765872642	563841269.77	19504814995.8	25724282931.3	12362136926.5	8142333842.4	286621804	0
Sconica_v3_08615-RA	1	1	0	0	0	22639579.67	27509966	58846405.17	0	0	0	0	0	58846405.17
Sconica_v3_08651-RA	25	182	135885521427.51	162711880181.79	122201495425.05	100346944490.29	10520808354	11142516894.33	135571641957.4	153225046185.2	121915782807.73	83666715978.3	8794597764	8361172943.94
Sconica_v3_08830-RA	2	3	0	0	97942190.44	105734598.54	28300544	37565725.7	0	0	44677964.32	105734598.54	0	0
Sconica_v3_08867-RA	15	344	5009045768.128	3836250465.944	40028346634.01	30015511309.1279	714429726425	733023666310.55	4316057440.95	3571121193.4	36794070317	29735294644	714429726425	733023666310.55
Sconica_v3_08891-RA	4	6	31138413.44	0	162780529.41	632845365.41	36168200	45933224.55	0	0	112769775.5	632845365.41	0	0
Sconica_v3_08901-RA	18	63	1382000053.889	995547623.75	1093770414.68	1815785996.22	12028109252	12570196174.69	833223802.02	482252836.86	557567170.28	1700924462.23	11509035912	11757300846.52
Sconica_v3_08913-RA	3	4	0	0	403240744.27	506149894.1	98719895	78845967.171	0	0	403240744.27	268064008.4	0	0
Sconica_v3_08946-RA	3	3	0	6869320.754	198234552.49	320451660.24	149255252	87195850.09	0	0	55862656.1	238566650.1	0	0
Sconica_v3_08955-RA	10	34	10530998186.21	11944992139.8	3414195000.38	1804714814.21	32465058	74867242.31	10446384146.61	11944992139.8	2824194008.1	972600371.9	0	20684777.19
Sconica_v3_08968-RA	1	1	0	44629545.16	0	0	0	0	0	44629545.16	0	0	0	0
Sconica_v3_08971-RA	20	62	8429151782.07	6689689673.43	2822640161.42	7492602998.62	231629602	691669041.655	6597536897.47	5670660207.7	2035420954.88	4567197358.2	60948485	0
Sconica_v3_08973-RA	2	3	0	0	0	128657716.75	32243510	265466137.57	0	0	0	0	32243510	265466137.57
Sconica_v3_09057-RA	14	16	3720590.592	88385109.26	99357989	182635444.09	2403662160	1355001719.25	0	0	0	0	2190882464	465440288.9
Sconica_v3_09077-RA	1	1	988851332.5	890011435.4	179983438.6	99817179.77	1693440896	1615968398	0	0	0	99817179.77	0	0
Sconica_v3_09102-RA	3	4	44926022.34	46945288.71	322932342.48	706823038.29	24166480	16020791.99	0	0	217272803.98	628928891.8	0	0
Sconica_v3_09130-RA	29	146	13517968033.8	15621886663.491	9433421151.412	14972235433.74	37243524178	28307787911.21	11921776304.44	12855116908.6	6998792036.7	10694407444.35	34497514420	28119778401.71
Sconica_v3_09216-RA	2	3	0	0	196818857.91	185834448.09	44268768	0	0	0	196818857.91	103491691.8	0	0
Sconica_v3_09223-RA	1	2	0	0	40838979.75	103098509.3	0	0	0	0	40838979.75	103098509.3	0	0
Sconica_v3_09229-RA	30	50	3166695452.7984	511231249.671	7344433904.959	3202394799.729	5880748264	5653467871.739	0	0	0	0	4841477592	4497670762.079
Sconica_v3_09261-RA	8	27	140629350.528	215500700.46	9464418374.42	5279474753.9	1016286434	785314940.64	77974894.91	167903130.85	9448812763.18	4508154443	992149548	264058060.11
Sconica_v3_09342-RA	3	4	0	0	140465018.98	471811834.8	1700640896	0	0	0	46586656.46	471811834.8	0	0
Sconica_v3_09437-RA	8	31	13302737628	18500652735.5	9521465198.2	4178902292.55	409162702	366980538.679	11139287950	17643695494	8150842812.2	2021617311.9	0	0
Sconica_v3_09461-RA	1	2	0	0	88598759.22	126043718.3	3690349.5	0	0	0	88598759.22	126043718.3	0	0
Sconica_v3_09491-RA	1	1	51390727.03	0	41399336.41	78806089.56	25427566	0	0	0	0	78806089.56	0	0
Sconica_v3_09494-RA	32	63	61072369.759	193163279.985	10017915956.06	33603634451.39	1206226591.5	589225231.15	0	0	8190873799.01	33571049382.79	0	0
Sconica_v3_09521-RA	8	36	22995292674.89	14789577355.5	9933527758.13	10626935128.9	5657280472	8441133091.07	22912377482.7	14632905759.3	9918282217.29	10457258148	210693440	8240378111.79
Sconica_v3_09524-RA	1	1	301906463.2	188898270.8	107414215.2	9530375.793	0	0	0	0	107414215.2	0	0	0
Sconica_v3_09525-RA	2	3	0	0	692446130.3	256150226.5	310741524	371773943.8	0	0	692446130.3	256150226.5	0	0
Sconica_v3_09549-RA	1	2	6129729.53	0	9641742.637	0	77524552	155794735.6	0	0	9641742.637	0	0	0
Sconica_v3_09577-RA	1	2	0	145754103.6	0	46942543.73	0	0	0	145754103.6	0	0	0	0
Sconica_v3_09608-RA	1	4	2189545054	1099115850	161621065.7	409319963.9	0	0	0	1099115850	161621065.7	409319963.9	0	0
Sconica_v3_09610-RA	16	62	20484733577.85	21159445022.406	9674847292	5736148830.2	842557280	717801892.13	17259113357.15	18329792671.406	9172376385.1	3952566141.3	0	0
Sconica_v3_09629-RA	58	213	1099706851.793	1054815082.807	3266598014.32	6643618843.98	85275665105	79150409164.089	0	33463102.76	1686553095.16	3256831096.36	83474318178	75935486918.28
Sconica_v3_09640-RA	10	18	9419630.125	3483538.646	1474954763.7	1847158476.1	329720113.25	177368859.9	0	0	1218571768.5	1812989995.45	0	0
Sconica_v3_09670-RA	3	3	0	0	240863063.6	147459224.4	11181915.25	18146255.87	0	0	92825792.8	147459224.4	0	0
Sconica_v3_09676-RA	14	42	3116807064.17	4384546138.63	2372249812.54	1745444964.07	241928911	149561891.36	2494766344.77	3521664221.66	1978784962.14	736448949.41	0	0
Sconica_v3_09692-RA	2	2	0	10096297.92	82609645.12	712495727.3	0	27211090.4	0	0	0	712495727.3	0	0
Sconica_v3_09693-RA	13	29	153047557.288	60391128.75	1298351166.516	3456145259.13	1011599173	840330133.382	0	0	789338458.946	3379852316.74	517897541	151859733.04
Sconica_v3_09695-RA	11	18	1446857809.9	1807617193.7	724125473.45	454125559.973	471283403	357889496.719	1089967979.77	1331893090.8	559836545.56	0	0	0
Sconica_v3_09715-RA	7	14	506865961.98	607783624.17	444188005.84	452232909.71	75685136	86358200.073	184813090.8	452815888.77	377215764.33	309063668.48	0	0
Sconica_v3_09718-RA	1	2	95403848.47	119254815.4	0	0	19757812	0	95403848.47	119254815.4	0	0	0	0
Sconica_v3_09735-RA	9	36	274768897290.6	156516845960.6	883728649807	1676967002583.3	949836858	1298078139.02	4380897290.6	156516845960.6	13251649807	1673683040009.3	826492012	1046844581.78
Sconica_v3_09748-RA	5	10	35444010.558	51601072.08	69389759.64	266968332.8	869460214	1295405769.98	0	0	0	0	869460214	1053201205.9
Sconica_v3_09749-RA	5	14	925390719.9	670426868.4	774272204.32	811268287.4	0	0	722913443.2	670426868.4	703972705.9	178232682.7	0	0
Sconica_v3_09785-RA	5	18	132848501.696	70553806.27	735417794.93	2089379302.1	16772367576	21995285213.2	0	0	421063318	1182047799.5	16772367576	19142106200.2
Sconica_v3_09786-RA	4	6	65073704.33	216481913.58	141951636.02	129440410.45	0	21691056.91	47027019.7	216481913.58	106145103.9	0	0	0
Sconica_v3_09800-RA	5	7	235630946.54	172922786.42	69231538.18	47568451.45	1064892428	199847853.1	174507779.14	141867880.06	0	0	0	0
Sconica_v3_09803-RA	2	5	28059267.44	17949158.191	6719920.362	28605995.48	42263736	131307526.18	28059267.44	11584309.8	0	11674943.1	0	0
Sconica_v3_09846-RA	2	4	51777538.4	127596078.65	192058603.5	107364661.6	0	0	51777538.4	108951971.4	192058603.5	107364661.6	0	0
Sconica_v3_09891-RA	11	37	2348271407.26	3347554909.93	2812510413.2	2374914454.66	625335998	520569171.01	1963658781.28	2553853962.23	2812510413.2	1763631589.4	354021744	136933001.8
Sconica_v3_09892-RA	7	14	8461226.037	29854228.23	1425964820.2	1798030970.5	78597629	22770090.949	0	0	1322865451.2	1546594867.7	70066162	0
Sconica_v3_09931-RA	17	35	687863454.813	186936992.26	1777999902.178	2439823824.57	870407740	1360727528.453	0	25919532.69	1428258136.72	1921915771.6	73738120	945416593.57
Sconica_v3_09953-RA	7	9	0	0	305937359.63	780332897.4	422060164	168167308.85	0	0	0	671375049	380771848	25716998.69
Sconica_v3_09966-RA	16	48	6217061264.6	8412137976.1	3446555253.3	2237628811.15	228426724	349479996.28	3178392347.9	5752397699.9	3001716078.91	1715379655.95	0	201772859.29
Sconica_v3_09994-RA	4	4	90723078.67	0	90176550.47	426260120.47	116490244	48057859.38	0	0	0	426260120.47	0	0
Sconica_v3_09998-RA	5	10	397641066.11	303304409.19	307051623.79	821870224.31	0	23566223.399	202155506.22	251113149.23	167409350.1	614382127.7	0	0
Sconica_v3_10005-RA	7	20	61342485.47	70147299.89	4465668892	5238572199.37	333655180	417573679.704	0	70147299.89	4465668892	3234830947.7	130367980	377822776.15
Sconica_v3_10012-RA	2	3	0	0	0	145272967.42	0	0	0	0	0	145272967.42	0	0
Sconica_v3_10014-RA	4	4	0	0	17523143.87	20292994.63	560933976	615444664.86	0	0	0	0	83580840	540333389.33
Sconica_v3_10015-RA	1	2	74569316.18	57571134.25	136339581.7	266395943.4	12654905	0	0	0	136339581.7	266395943.4	0	0
Sconica_v3_10062-RA	46	164	543359586.23	1011191502.399	40366938889.56	14573529783.52	34245454027.938	57040865218.57	0	220041029.79	40152271845.4	12346185882.17	29609477233.938	56132704705.97
Sconica_v3_10072-RA	6	34	457996515.92	299121705.233	4734139266.78	2923049700.61	192677098	620056698.51	146790098.12	202796400.77	4660089163.5	2874178510.57	192677098	521382390.79
Sconica_v3_10078-RA	7	9	27035640.32	44530018.81	1049386462.82	1185755816.6	544620454	69627066.93	0	0	522852385.12	1056844281.7	0	0
Sconica_v3_10087-RA	2	3	227767633.76	391925809.4	84198041.19	0	0	0	135387905	391925809.4	0	0	0	0
Sconica_v3_10094-RA	1	2	24441437.23	64144276.51	48988421.76	13366099.57	0	0	24441437.23	0	48988421.76	0	0	0
Sconica_v3_10110-RA	3	4	0	0	127540045.5	459480692.1	0	0	0	0	25845533.1	459480692.1	0	0
Sconica_v3_10119-RA	3	5	0	0	1181696340.5	4677853938.6	101727364	233580405.6	0	0	1181696340.5	4400874999	0	0
Sconica_v3_10120-RA	7	13	9334447.457	0	6119357123.4	4692027130.52	744680656	853056388.199	0	0	6119357123.4	4358871243	447527136	521871721.3
Sconica_v3_10123-RA	11	84	129227495.43	198398787.935	427363143.02	976017375.4113	18418844938	22098146455.35	0	0	120000609.9	881780892.6	18418844938	21490136705.4
Sconica_v3_10138-RA	4	7	19418139.218	24288977.71	573967653.7	1101407773.35	0	24585182.05	0	24288977.71	442684454.5	1101407773.35	0	0
Sconica_v3_10139-RA	4	6	32946034.84	10190174.84	335486021.67	256670167.28	50047148	74785209.1	0	0	258746789.89	206603562.4	25231238	0
Sconica_v3_10159-RA	2	2	0	0	0	33085279.05	294418580	271198658.99	0	0	0	0	294418580	0
Sconica_v3_10160-RA	3	3	66067805.68	42489393.92	33941220.13	69811065.38	21741052	51904534.09	0	42489393.92	33941220.13	0	0	0
Sconica_v3_10207-RA	1	1	0	0	53777705.5	43454661.56	0	0	0	0	53777705.5	0	0	0
Sconica_v3_10211-RA	2	5	266692621.3	577843068.814	682166220.246	4468815395.21	109259944	16629075.1999	266692621.3	575336420.1	678603157.2	49781616.21	0	15935568.85
Sconica_v3_10212-RA	5	7	60805558.532	201502799.3	621151383.56	696029368.81	124772977	61841582.02	0	0	317844277.8	696029368.81	0	0
Sconica_v3_10252-RA	3	14	25861493.1	52092717.74	801328756.97	1771386382	514171204	447569743.96	0	52092717.74	782205237	1771386382	514171204	447569743.96
Sconica_v3_10385-RA	5	5	24614456.77	0	290917993.22	556312207.28	40966808	107835116.66	0	0	210821769.49	207000566.9	20383556	0
Sconica_v3_10388-RA	5	22	6750937582.8	8791354144	2359529008.71	1167969078.9	101381458.5	340531717.84	6750937582.8	8791354144	1934567872.4	1167969078.9	98151312	273781038.01
Sconica_v3_10390-RA	16	64	6611951227.61	9052333668.592	8830479586.66	6661315027.38	641589905	568750835.42	5146431864.81	8075347469.8	6527154320.96	5906295611.2	243585896	95531702.03
Sconica_v3_10391-RA	11	15	52961640.73	8411067.714	808196730.361	1253550926.43	158510602	130950692.22	0	0	614073547.851	1099830454.6	0	0
Sconica_v3_10449-RA	1	1	0	0	7052779.321	46257587.13	0	0	0	0	0	46257587.13	0	0
Sconica_v3_10450-RA	2	3	0	0	818574836.83	689438080.43	18746910	16704193.16	0	0	98440353.33	689438080.43	0	0
Sconica_v3_10453-RA	3	9	48067538.56	96393296.3	1404605929.5	2079085978.1	164510048	131910667.1	48067538.56	0	1216703705	2079085978.1	164510048	131910667.1
Sconica_v3_10465-RA	9	12	374150468.475	477504870.34	287715193.19	143714316.65	25175145	38365310.49	263774787.05	436213992.14	0	0	0	0
Sconica_v3_10469-RA	10	20	26023615.75	19525714.6	795367240.33	1911969857.7	1733269088	2308588014.61	0	0	548823282.53	1579321029.2	1129844720	1206964187.07
Sconica_v3_10489-RA	2	3	0	0	259055397.31	441683283.7	3855891.25	0	0	0	211496592.5	441683283.7	0	0
Sconica_v3_10500-RA	3	3	124358966.7	41137783.18	321499849.04	520366695.34	103107722	0	0	0	0	520366695.34	0	0
Sconica_v3_10523-RA	7	19	965383797.14	2147269160.21	766440736.44	374595562.12	128514046	19779803.64	826931479.74	1722336089.11	482335182.3	153864833.4	0	19779803.64
Sconica_v3_10524-RA	2	4	111886621.02	145321610.01	0	81908846.78	0	5137921.144	28726063.83	145321610.01	0	0	0	0
Sconica_v3_10546-RA	1	1	25702496.93	29622359.69	0	0	0	0	0	29622359.69	0	0	0	0
Sconica_v3_10560-RA	28	91	12715055090.63	14249528637.23	10979782717.3	14043211462.72	12970167607	20704669221.3	12210388415.95	12319561104.73	10068944443.4	11316792330.72	112347593	0
Sconica_v3_10585-RA	1	1	0	0	19090196.42	63643966.39	6761280	96963097.11	0	0	0	63643966.39	0	0
Sconica_v3_10594-RA	8	18	288176414.84	71782420.71	3016313721.3	4631439519.74	1477108640	907258463.19	0	0	2669870923	4194045759.72	1477108640	292141602.99
Sconica_v3_10600-RA	1	1	0	0	82470591.7	154922811.4	0	0	0	0	0	154922811.4	0	0
Sconica_v3_10650-RA	3	3	83190460.04	69735862.824	108209389.9	278156662.24	6504021	15661094.32	0	0	0	278156662.24	0	0
Sconica_v3_10652-RA	2	4	0	0	0	0	390196480	124326489.52	0	0	0	0	390196480	124326489.52
Sconica_v3_10654-RA	2	3	59820819.21	30527802.33	31504940.37	0	13292571	12060910.18	42860071.5	17458758.23	31504940.37	0	0	0
Sconica_v3_10693-RA	9	22	1108185361.16	1728647634.33	1154074579.16	1094557457.82	17046954	3943219.58	1063704850.28	1728647634.33	204232344.77	702188252.25	0	0
Sconica_v3_10763-RA	1	1	0	0	59692882.09	57274452.67	0	0	0	0	59692882.09	0	0	0
Sconica_v3_10769-RA	10	24	63295028.43	96247247.035	5214133171.14	6333845833.38	1094537402	737600374.74	19125147.67	33090800.91	4737777903.31	4734502930.3	857681446	555546965.9
Sconica_v3_10771-RA	1	1	0	0	90749581.87	158469092	0	0	0	0	0	158469092	0	0
Sconica_v3_10846-RA	15	28	17753568.61	74474445.663	2978454453.56	4966590609.5	138566644	216282294.54	0	0	2101481052.1	4966590609.5	72099376	108413360.94
Sconica_v3_10848-RA	9	18	72509682.36	178378424.45	8405715452.4	11557490837.27	810615976	393015467.87	0	0	8405715452.4	6926107289.07	571817948	54187404.43
Sconica_v3_10888-RA	9	19	28925665.71	0	47108677.03	0	6780429802	7072496283.67	0	0	0	0	6073230250	7072496283.67
Sconica_v3_10893-RA	6	19	895427339.61	906702412.63	810649467.97	840948304.26	27748492	32507921.15	895427339.61	724058517.51	712550061.1	840948304.26	0	0
Sconica_v3_10944-RA	2	2	11770576.02	13033522.61	129081331.1	207775974.05	50113350	55878023.11	0	0	86875525.19	61164462.15	0	0
Sconica_v3_10949-RA	6	9	347074289.31	653390159.81	351464329.18	396234720.86	7849232.5	78663722.55	95802814.28	411965018.46	135438431.4	254500866.71	0	0
Sconica_v3_10950-RA	25	100	209191617.857	260314742	1962505090.16	4566702657.66	49368565926	40081722196.76	0	0	1056986179.71	4313300981.3	47218286814	38003449581.32
Sconica_v3_10956-RA	5	13	7668676.047	5024587.677	854345599.03	249072625.95	3412465896	3223652265.28	0	0	0	0	3412465896	3119196102.05
Sconica_v3_10960-RA	2	2	0	0	145760715.37	199270041.77	0	0	0	0	145760715.37	0	0	0
Sconica_v3_10991-RA	7	8	44894375.032	42379908.62	540845741.64	1112446043.38	44929601.5	0	0	0	407203010.46	770711889.5	0	0
Sconica_v3_10996-RA	1	3	163661400.9	216094900.9	417242367.3	1315881920	7573898752	7866056960	0	0	417242367.3	0	7573898752	7866056960
Sconica_v3_11011-RA	2	2	0	5730441.561	41505907.49	91358125.31	0	0	0	0	0	91358125.31	0	0
Sconica_v3_11013-RA	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Sconica_v3_11033-RA	5	6	0	0	221303248.46	397151447.95	0	0	0	0	111458024.41	251059868.15	0	0
Sconica_v3_11080-RA	2	3	82884049.18	26232767.54	160693538.81	107242697.32	78847264	104340365.4	0	0	160693538.81	0	78847264	0
Sconica_v3_11101-RA	8	20	40176363.96	24887302.6	7217561772.8	3125154317.91	580320485	732643213.5	0	0	7217561772.8	2940844566.09	166486848	391163225.7
Sconica_v3_11106-RA	44	128	701264255.572	184010534.682	1649166913.714	2932069363.67	40372513264	34313903805.9	0	0	477666594.33	673666398.66	39049625464	32456963074.2
Sconica_v3_11109-RA	23	74	1769807284.945	804586054.8	1158736587.94	1763025149.28	20180109840	22541860452.8	0	0	140732984.1	1397971205.76	20079772656	20522207378.59
Sconica_v3_11117-RA	19	48	4586504525.579	3875415373.47	3249277689.02	3539001631.76	3324272174	3426528367.11	3804078845.51	2481730131.07	1709149988.29	2498460427.2	0	0
Sconica_v3_11125-RA	7	10	16785692.66	16393901.66	49086179.13	53108215.58	1347394752	244336830.002	0	0	0	0	997856640	201817319.27
Sconica_v3_11133-RA	7	13	0	0	19854950.84	32322991.93	1259723228	1659946040.43	0	0	0	0	1259723228	325161601.73
Sconica_v3_11179-RA	9	13	80435656.809	63595336.054	1163668426.05	1624411631.8	19552222.5	41120618.78	0	0	990911139.27	1065445009.2	12406003	10208052.43
Sconica_v3_11284-RA	1	2	0	0	41400826.63	54717755.75	259258368	334866252.7	0	0	0	0	259258368	334866252.7
Sconica_v3_11303-RA	3	7	329186542.28	626237728.15	67421524.94	140858086.7	8735661	0	329186542.28	626237728.15	67421524.94	140858086.7	0	0
Sconica_v3_11311-RA	22	47	312042456.5	217539326.03	5597309813.03	14805379964.81	225194235.5	113342486.88	6494536.15	0	3990769211.31	13639522356.81	0	0
Sconica_v3_11312-RA	1	2	0	0	27462199.2	81297062.72	46259904	91391971.39	0	0	27462199.2	81297062.72	0	0
Sconica_v3_11314-RA	13	50	166661573.181	148281341.8	1501276864.2	4315645790.42	31875527524	37034255223.04	0	0	652020986.9	1517941598.02	29780471192	36976180659.81
Sconica_v3_11322-RA	23	44	502455695.685	262672493.31	847652274.13	1300482646.59	8826362752	7304192476.46	0	0	727338207.25	94225399.17	8594686360	6992170044.79
Sconica_v3_11324-RA	5	17	103462678.352	140466904	2497325116.2	2660601026.22	2428780320	3234557229	0	0	2245487910	2151889447.4	2249893296	2961964381.9
Sconica_v3_11335-RA	20	46	3547915276.21	3411563811.333	4851563658.1	3155226404.03	115769152	382890323.329	1718300906	2645944860.29	3473515792.8	2260002761.98	0	0
Sconica_v3_11343-RA	10	29	1814958902.3	1935689429.11	897834667.88	1065008564.2	190003484	384109983.042	1410433891.2	1935689429.11	178396308.28	661705770.6	0	0
Sconica_v3_11356-RA	1	2	0	0	222680247.8	267919397.7	7547124	4141877.359	0	0	222680247.8	267919397.7	0	0
