Checked,Protein_FDR_Confidence,Master,Accession,Description,q-value,Sum_PEP_Score,Coverage_percent,Peptides,PSMs,UniquePeptides,Aas,MW,calc_pI,Score_Sequest_HT,Num_Peptides,RazorPeptides,Abundance_cp1,Abundance_cp2,Abundance_mt1,Abundance_mt2,Abundance_lf1,Abundance_lf2,Found_cp1,Found_cp2,Found_mt1,Found_mt2,Found_lf1,Found_lf2,ProteinGroups,Modifications
FALSE,High,Master Protein,Sconica_v3_15959-RA,Sconica_v3_15959-RA,0,52.205,39,9,17,9,258,28.8,5.48,44.95,9,0,104290542.1,207710223.9,24113704.06,12819740.88,148812964.8,169839220.5,Peak Found,Peak Found,Peak Found,High,High,High,1,
FALSE,High,Master Protein,Chr02-anno1.g26113.t1,Chr02-anno1.g26113.t1,0,52.185,18,7,12,5,513,55.8,5.96,35.51,7,2,7646725.844,4069156.781,52468329.56,14078773.56,29984518.88,149046205.5,Peak Found,Peak Found,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,Sconica_v3_25295-RA,Sconica_v3_25295-RA,0,52.152,11,11,20,11,975,111.5,6.8,48.21,11,0,16732832.25,30996716.72,22270880.78,53426120.13,107056502.8,168059728.5,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_18534-RA,Sconica_v3_18534-RA,0,52.074,35,7,22,1,221,25.2,6.93,62.51,7,0,,,,,14607950.75,27118591,High,Not Found,Not Found,Not Found,High,High,1,
FALSE,High,Master Protein,Sconica_v3_10078-RA,Sconica_v3_10078-RA,0,52.036,26,9,13,7,344,39,8.79,33.14,9,0,4427616.063,8135830.625,1198778.094,13249703.5,129563111.1,57970462.75,Peak Found,Peak Found,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,Sconica_v3_51925-RA,Sconica_v3_51925-RA,0,52.028,39,8,12,8,233,26.6,5.08,30.54,8,0,1852223.922,3057613.063,5052787.688,10943178.25,119459228.8,89800470,Peak Found,Peak Found,Peak Found,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_20117-RA,Sconica_v3_20117-RA,0,51.992,25,7,13,7,389,42.7,7.34,39.01,7,0,9492489.531,27478506.28,32659505.06,163895830,74317085.75,55293236.06,Peak Found,Peak Found,High,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,Sconica_v3_52955-RA,Sconica_v3_52955-RA,0,51.961,15,7,11,5,550,59.6,7.23,29.65,7,0,559872.4531,282296.0313,7892036.375,12818301,,7202642.938,Peak Found,Peak Found,High,High,Not Found,Peak Found,1,
FALSE,High,Master Protein,Chr04-anno1.g45483.t1,Chr04-anno1.g45483.t1,0,51.913,33,10,24,10,225,25.8,5.48,51.54,10,0,208613.6875,1904282.281,28335656.25,59192801.69,316799210.6,453524329.4,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,FUN_011927-T1,FUN_011927-T1,0,51.88,54,7,18,7,63,7.6,7.59,52.13,7,0,2053887.734,2171138.609,104118524.9,280534319.3,10024576,24221319.25,Peak Found,Peak Found,High,High,Peak Found,High,1,
FALSE,High,Master Protein,Chr03-anno1.g56665.t1,Chr03-anno1.g56665.t1,0,51.87,25,5,15,1,278,29.7,8.4,49.27,5,2,,,1955592.25,2784962.531,61517067.5,79655472,Not Found,Not Found,Not Found,Not Found,High,High,1,
FALSE,High,Master Protein,FUN_012578-T1,FUN_012578-T1,0,51.852,39,4,15,1,155,16.3,9.85,49.27,4,3,2558389.266,4195119.5,10052886.69,5382595.375,41234949,130711776,High,High,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,Sconica_v3_42233-RA,Sconica_v3_42233-RA,0,51.786,35,5,14,5,213,23.5,8.56,46.19,5,0,22664607.94,21974567.53,9833668.5,3472651.125,20507793.19,32978452.5,High,High,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,Sconica_v3_42202-RA,Sconica_v3_42202-RA,0,51.767,23,13,23,13,505,59.2,9.01,39.66,13,0,18858884.4,11796063.41,16031511.74,44460299.63,15584843.5,42937352.25,High,High,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,Sconica_v3_43475-RA,Sconica_v3_43475-RA,0,51.743,44,5,12,5,184,20.5,8.15,43.34,5,0,5400832.844,3476793.891,14872769.45,62557476.75,60489699.75,169833723.6,High,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,FUN_053218-T1,FUN_053218-T1,0,51.72,22,9,15,3,388,44.7,9.36,39.53,9,0,,948880.9063,7359107.5,15801711.25,363084.6875,951187.9375,Not Found,Peak Found,High,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,Sconica_v3_37075-RA,Sconica_v3_37075-RA,0,51.634,15,9,16,9,769,87,5.43,39.05,9,0,11471787.95,7121032.219,3420964.375,9134344.75,19710946.38,22123186.25,High,High,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,Chr04-anno1.g46404.t1,Chr04-anno1.g46404.t1,0,51.593,45,4,9,4,91,10.5,9.38,32.36,4,0,,2119295,71582548.5,69785501.5,8204558.281,6569151,Not Found,Peak Found,High,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,Chr10-long_reads1.PB.5259.3,Chr10-long_reads1.PB.5259.3,0,51.572,13,7,8,7,800,83.2,4.69,27.28,7,0,,,1145029.563,3608352.625,11682333.38,31257193,Not Found,Not Found,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,Sconica_v3_02608-RA,Sconica_v3_02608-RA,0,51.571,16,2,22,2,253,26,5.15,57.89,2,0,14289039.81,17373310.92,177239420.7,123698523.3,443292828.2,574792985,High,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_26605-RA,Sconica_v3_26605-RA,0,51.566,29,9,11,9,275,30.4,10.42,28.66,9,0,2203324.75,2264954,44716802.13,63742112.66,7977564.688,28801604.75,Peak Found,Peak Found,High,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,Chr07-anno1.g5587.t1,Chr07-anno1.g5587.t1,0,51.551,54,6,15,5,126,13.9,4.96,49.66,6,1,111918070.3,8315558.625,645387.5625,3034255.75,30489254,97199492.75,High,High,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,Chr03-anno2.g17130.t2,Chr03-anno2.g17130.t2,0,51.532,26,5,9,5,259,29.7,8.43,33.24,5,0,179809.2969,,4385696.625,4674132.25,29122027,48911498.5,Peak Found,Not Found,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,Chr07-anno2.g59491.t1,Chr07-anno2.g59491.t1,0,51.258,36,7,15,7,147,16.4,10.64,44.76,7,0,2017522.875,4690986.75,26603557.38,124420251,185571189.4,804218771.8,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,Chr04-anno2.g25579.t1,Chr04-anno2.g25579.t1,0,51.234,32,8,13,8,253,26.9,7.5,32.05,8,0,48764985.84,49816188.38,51862900.5,196526805.5,30420362,48373102.19,Peak Found,Peak Found,High,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,Chr05-anno1.g11015.t1,Chr05-anno1.g11015.t1,0,51.22,51,6,8,6,142,15.5,9.95,28.98,6,0,1547710.625,1340872,2578258.75,2897972.656,19212764.5,28400173.5,Peak Found,High,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,Sconica_v3_41475-RA,Sconica_v3_41475-RA,0,51.158,17,5,8,5,490,55,6.05,32.21,5,0,1625261.25,1290809,3893034.25,15324295.75,907327.125,4436055.5,Peak Found,Peak Found,High,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,Sconica_v3_58222-RA,Sconica_v3_58222-RA,0,51.129,21,7,14,1,365,42.2,9.63,46.72,7,0,,,,,,,Not Found,Not Found,Not Found,High,Not Found,Not Found,1,
FALSE,High,Master Protein,Sconica_v3_52962-RA,Sconica_v3_52962-RA,0,51.087,20,12,21,12,567,65.9,8.54,50.84,12,0,7250297.188,4728859.625,9811657.672,34091027.25,225701489.6,61408385.75,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_50057-RA,Sconica_v3_50057-RA,0,51.078,17,5,8,5,462,50.3,5.9,24.65,5,0,2036550.313,2799838.25,753118.25,25055459.91,25676661.75,24563839.75,High,High,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,Chr09-anno1.g44452.t1,Chr09-anno1.g44452.t1,0,51.075,48,8,29,1,149,16.7,10.51,60.75,8,8,8809451.844,10368199.19,78741977.63,94730909.25,489932773.9,772848023.1,Not Found,Not Found,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,Sconica_v3_30460-RA,Sconica_v3_30460-RA,0,51.073,42,8,9,8,231,25.6,7.15,31.47,8,0,,,42954567,93108623.25,34439872.25,72362826.25,Not Found,Not Found,High,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,Sconica_v3_10385-RA,Sconica_v3_10385-RA,0,50.965,22,7,7,7,394,43.8,5.64,22.94,7,0,786159.2344,388057.375,2536232.625,66642096.13,12635161.94,13370747.88,Peak Found,Peak Found,Peak Found,High,High,High,1,
FALSE,High,Master Protein,Chr08-anno1.g33850.t1,Chr08-anno1.g33850.t1,0,50.924,30,8,10,8,324,35.3,8.05,31.65,8,0,857408.3125,180434.6875,14278725.53,2313033.5,28031789.25,36707670.63,Peak Found,Peak Found,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,Sconica_v3_30802-RA,Sconica_v3_30802-RA,0,50.876,15,4,6,4,498,54.3,7.64,26.46,4,0,,,2075541,1481447,9646668.5,9653375.75,Not Found,Not Found,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,Sconica_v3_11324-RA,Sconica_v3_11324-RA,0,50.842,30,5,18,5,134,14.8,9,57.01,5,0,10965885.63,8611569.813,103134465.5,157835304.5,89264915,179915344.1,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,FUN_004284-T1,FUN_004284-T1,0,50.835,30,6,29,4,193,20.6,10.08,90.11,6,1,92962419.71,81046871.91,40220740.99,55076165.01,106234454.5,253449366,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Chr04-anno1.g47400.t1,Chr04-anno1.g47400.t1,0,50.819,12,8,12,8,740,82.6,7.69,32.85,8,0,5801560.5,3728059.5,25107676.75,63162429.13,1459052.594,5189668.625,Peak Found,Peak Found,High,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,Sconica_v3_40466-RA,Sconica_v3_40466-RA,0,50.783,32,6,15,1,152,17.7,10.67,50.34,6,5,1428958.25,1006376.109,47941308.75,88930533.5,170864076.5,244874619.8,Not Found,Not Found,Peak Found,High,High,High,1,
FALSE,High,Master Protein,FUN_050947-T1,FUN_050947-T1,0,50.749,38,9,36,9,272,29.4,8.53,80.59,9,0,261302766.3,279486922.7,147801999,115402584.8,240735416.5,415290916.1,High,High,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,Sconica_v3_05576-RA,Sconica_v3_05576-RA,0,50.693,24,7,11,7,341,37.1,5.53,32.31,7,0,2741766,406636.75,3299364.391,23916738.63,32392613.13,146200910,Peak Found,Peak Found,Peak Found,High,High,High,1,
FALSE,High,Master Protein,Chr06-anno1.g17418.t1,Chr06-anno1.g17418.t1,0,50.579,14,8,10,8,689,77,8.6,23.97,8,0,5995949.719,3688917.625,13675169,32426176,44957690.5,47482724,High,High,Peak Found,Peak Found,Peak Found,Peak Found,1,
FALSE,High,Master Protein,Chr08-anno1.g38299.t1,Chr08-anno1.g38299.t1,0,50.571,28,8,8,7,327,35.6,8.41,22.94,8,0,,,625098.625,1085582.125,25053160.75,71901420.5,Not Found,Not Found,Peak Found,Peak Found,Peak Found,High,1,
FALSE,High,Master Protein,Sconica_v3_54021-RA,Sconica_v3_54021-RA,0,50.537,28,9,11,9,364,40.4,5.54,31.52,9,0,9172356.063,5959945.906,5535738.367,26807103.38,165566628.5,51802850.13,Peak Found,Peak Found,Peak Found,High,High,Peak Found,1,
FALSE,High,Master Protein,Chr05-anno1.g12149.t1,Chr05-anno1.g12149.t1,0,50.456,51,9,14,9,204,22.4,6.29,38.1,9,0,4140259.5,2633082.063,25222583,27272757.81,115574070.5,228457849,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_23069-RA,Sconica_v3_23069-RA,0,50.374,47,8,38,8,123,14.2,10.8,81.68,8,0,3128565.391,2079097.768,89237760.28,93882867.38,361203846.8,720723137.1,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_10139-RA,Sconica_v3_10139-RA,0,50.342,14,4,6,4,573,60.6,4.92,27.06,4,0,1124048.625,,3515139.125,3343078.625,16835635.75,17878950.75,Peak Found,Not Found,Peak Found,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_17326-RA,Sconica_v3_17326-RA,0,50.196,20,10,21,8,417,45.3,7.87,43.13,10,2,16124695.78,13463894.45,63138331.41,93665646.06,67310558.69,135587422.5,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_35699-RA,Sconica_v3_35699-RA,0,50.16,24,6,9,6,327,36.2,7.24,30.51,6,0,848246.8125,413835.6563,44764822.75,75032938.25,2696872,15552063.25,High,Peak Found,High,High,Peak Found,High,1,
FALSE,High,Master Protein,FUN_034068-T1,FUN_034068-T1,0,50.122,26,9,22,9,333,36.9,6.35,56.75,9,0,24824172.16,20664811.02,3241502.438,56041532.13,29811783,12356640.69,High,High,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,Sconica_v3_22691-RA,Sconica_v3_22691-RA,0,50.12,36,6,13,1,133,15.5,10.87,42.37,6,0,,612775.0625,,,37535968,41726360,Not Found,Peak Found,Not Found,Not Found,High,Peak Found,1,
FALSE,High,Master Protein,Chr07-anno1.g4692.t1,Chr07-anno1.g4692.t1,0,50.116,53,3,17,3,121,13.2,4.82,71.26,3,0,41901409.72,6324612.195,,1722969.125,145988176.3,35422372,High,High,Not Found,Peak Found,High,High,1,
FALSE,High,Master Protein,Sconica_v3_55024-RA,Sconica_v3_55024-RA,0,50.04,19,13,16,8,658,74,6.6,40.92,13,5,25556784.19,16191368.31,12324216.88,10669943.63,76855999.44,107223772.1,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_53113-RA,Sconica_v3_53113-RA,0,50.013,36,8,12,8,237,25.5,5.6,40.21,8,0,3838228.563,3120392.281,56431209.94,13432876,75873925.63,7871596162,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_55253-RA,Sconica_v3_55253-RA,0,50.006,34,6,22,6,206,23.1,9.51,65.66,6,0,98677202.73,122940190.3,63022231.59,147009844.8,175473703.5,148592959.8,High,High,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,Chr10-anno1.g31613.t1,Chr10-anno1.g31613.t1,0,49.999,23,8,15,1,386,44.2,9.22,35.62,8,0,,285289.5938,499008.4375,,3834946.25,10853519,Not Found,Peak Found,High,Not Found,Peak Found,Peak Found,1,
FALSE,High,Master Protein,Sconica_v3_55103-RA,Sconica_v3_55103-RA,0,49.991,18,8,9,8,558,62.2,6.96,20.43,8,0,14666649,31966867.99,76772975.34,121399560,14004405.5,40994443.5,Peak Found,Peak Found,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,FUN_032280-T1,FUN_032280-T1,0,49.973,14,11,17,11,862,96.7,5.62,31.54,11,0,7900966.656,6729326.5,4972050.047,17006736,5245200.125,18592610.25,High,High,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,Chr01-anno1.g64620.t1,Chr01-anno1.g64620.t1,0,49.97,17,6,9,6,475,52.3,5.34,30.47,6,0,2046554.438,1652678.5,323513.4453,2889901.75,27104548,36751267,Peak Found,Peak Found,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,Sconica_v3_18614-RA,Sconica_v3_18614-RA,0,49.933,31,8,12,8,294,32.9,5.1,30.61,8,0,308357.1563,1161872.906,1362464.094,4732277.625,31198259.25,26583773.88,High,Peak Found,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,Sconica_v3_28454-RA,Sconica_v3_28454-RA,0,49.91,15,5,5,5,624,70.8,8.94,18.83,5,0,4041137.531,2419917.078,368065.7188,4175731.813,4164349.125,39793654.5,Peak Found,Peak Found,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,Chr04-anno1.g49160.t1,Chr04-anno1.g49160.t1,0,49.909,28,8,13,8,343,35.5,8.65,37.24,8,0,7649934.344,5405185,9379800.25,24786659,111580228.1,115061287.9,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_05321-RA,Sconica_v3_05321-RA,0,49.889,63,7,19,3,114,12.4,10.58,51.85,7,5,42406712.68,47439702.61,27017959.91,150902365.8,348976913.8,379181734.9,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,Chr05-anno1.g12192.t1,Chr05-anno1.g12192.t1,0,49.87,48,8,31,1,148,16.8,10.51,65.95,8,0,,,8803201,15557286,28318694,41319676,Not Found,Not Found,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_18974-RA,Sconica_v3_18974-RA,0,49.866,14,9,14,9,671,74.5,7.4,35.51,9,0,9154636.266,6621857.328,31789745.06,71301709.75,84274155.25,89359352.88,High,High,High,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,Sconica_v3_31113-RA,Sconica_v3_31113-RA,0,49.863,36,11,29,9,395,43,8.02,63.38,11,0,26700637.69,25663342.94,60195036.77,60339455.38,41179765.06,62178287.25,High,High,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,Chr08-anno1.g37727.t1,Chr08-anno1.g37727.t1,0,49.845,9,10,18,9,1058,118.7,6.98,47.95,10,0,2344366.492,10398601.31,10046605.37,34061065.69,43413984.38,102015014,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_40258-RA,Sconica_v3_40258-RA,0,49.777,19,8,10,8,508,55.4,5.94,26.9,8,0,885754.5938,1124981.938,25645985.91,44023161.56,26370654.5,19765210.75,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,Chr01-anno2.g50913.t1,Chr01-anno2.g50913.t1,0,49.706,15,7,8,7,614,66.7,6.86,27.85,7,0,192865.7813,,28706605.75,76488271.63,7720881.688,40324564,Peak Found,Not Found,High,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,FUN_017330-T1,FUN_017330-T1,0,49.701,27,10,19,10,420,47.9,7.55,37.94,10,0,13871635.75,10779060.47,12772065.19,235167150.4,80483025.5,87823473.75,High,High,Peak Found,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_55687-RA,Sconica_v3_55687-RA,0,49.669,19,6,6,3,498,54.7,6.42,19.75,6,2,,,57533892,625060608,17545394,98191991,Not Found,Not Found,Not Found,Not Found,Not Found,High,1,
FALSE,High,Master Protein,Chr06-anno2.g56548.t1,Chr06-anno2.g56548.t1,0,49.587,19,10,11,9,716,77.1,7.36,25.62,10,1,62438962.63,12814981.25,11244730.41,42217749.31,10210859.5,4367017.5,High,High,Peak Found,Peak Found,Peak Found,Peak Found,1,
FALSE,High,Master Protein,Sconica_v3_51829-RA,Sconica_v3_51829-RA,0,49.567,17,11,15,5,770,87.9,6.76,31.47,11,6,2923959.969,6959074.844,9895417.914,46115577,14947151.88,21828998.38,Not Found,Peak Found,High,High,High,Peak Found,1,
FALSE,High,Master Protein,Chr02-anno1.g25810.t1,Chr02-anno1.g25810.t1,0,49.496,23,7,11,6,418,46,7.66,24.33,7,1,11145237.81,8906431.875,35717419.34,2938826,17243973.94,14025746.5,High,High,Peak Found,Peak Found,High,Peak Found,1,
FALSE,High,Master Protein,Chr08-anno2.g1277.t1,Chr08-anno2.g1277.t1,0,49.484,24,6,14,6,348,38.3,7.4,44.18,6,0,9364207.523,5207329.461,2024031.016,12183607.75,16215008.75,12696968.5,High,High,Peak Found,High,High,Peak Found,1,
FALSE,High,Master Protein,Sconica_v3_18453-RA,Sconica_v3_18453-RA,0,49.459,34,7,13,1,223,24.8,7.4,35.12,7,0,,,1654458,,11223812,,Not Found,Not Found,Peak Found,Not Found,High,Not Found,1,
FALSE,High,Master Protein,plastid_psbE,plastid_psbE,0,49.356,37,4,62,4,83,9.4,4.94,184.86,4,0,1802656854,1738669986,114159990,131075926.8,2167112948,1844076220,High,High,High,High,High,High,1,
FALSE,High,Master Protein,FUN_045455-T1,FUN_045455-T1,0,49.353,18,9,13,8,542,58.3,5.66,31.56,9,1,9613443.375,17299054.94,140948780.8,8583842.063,520617113.3,65757184,High,High,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,Sconica_v3_19478-RA,Sconica_v3_19478-RA,0,49.32,29,4,8,4,167,18,8.29,27.56,4,0,420118720.6,328121596.4,138610301.3,176769831,69613982.63,24700538.75,Peak Found,Peak Found,High,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,FUN_008479-T1,FUN_008479-T1,0,49.257,21,9,15,7,463,53.6,8.27,44.48,9,2,1809883.25,975523.75,9334748.781,23441526.28,50380280.47,139964345.8,Peak Found,Peak Found,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,Sconica_v3_17561-RA,Sconica_v3_17561-RA,0,49.233,31,6,7,6,318,35.6,6.8,24.47,6,0,1839592.75,,1391719.711,45956.64063,24193870.25,25669700.83,Peak Found,Not Found,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,Chr08-anno2.g1061.t1,Chr08-anno2.g1061.t1,0,49.221,18,6,13,1,446,48.2,5.74,38.04,6,0,9182824,4480345.5,,,1845280.375,3338510,Peak Found,Peak Found,Not Found,Not Found,Peak Found,High,1,
FALSE,High,Master Protein,Sconica_v3_34010-RA,Sconica_v3_34010-RA,0,49.194,12,12,20,6,1116,123.5,4.96,41.74,12,0,6307572.5,4767325.5,16741790.81,42053922.25,27627695,80026565.75,Peak Found,Peak Found,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,Sconica_v3_57073-RA,Sconica_v3_57073-RA,0,49.152,44,5,12,5,142,15.9,10.42,40.75,5,0,2679285.297,1883108,31354817.13,101690217.1,4855982.25,4920192.875,Peak Found,Peak Found,High,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,Chr07-anno2.g60493.t1,Chr07-anno2.g60493.t1,0,49.142,15,10,18,10,532,59.3,8.6,40.91,10,0,7171971.578,3172834.5,332725874.5,7236208.094,57802388.75,257185511.3,Peak Found,Peak Found,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,Chr01-anno1.g58473.t1,Chr01-anno1.g58473.t1,0,49.13,16,8,23,2,443,50,4.93,54.76,8,0,,527908.4375,1709355.75,2405765,4169743.5,10436174.5,Not Found,High,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,Chr07-anno1.g5820.t1,Chr07-anno1.g5820.t1,0,49.066,17,7,8,7,375,41.1,7.08,22.48,7,0,17024882.53,11372337.04,898749.6875,8955222.875,1388046,11449919,High,High,Peak Found,Peak Found,High,Peak Found,1,
FALSE,High,Master Protein,Sconica_v3_43244-RA,Sconica_v3_43244-RA,0,49.053,38,7,12,1,224,25.1,4.77,35.19,7,2,,,,,7817088,5494746,Not Found,Not Found,Not Found,Not Found,High,Not Found,1,
FALSE,High,Master Protein,Sconica_v3_37603-RA,Sconica_v3_37603-RA,0,49.043,25,10,13,6,319,35.9,9.03,31.37,10,4,2300664.219,1297520.945,73731361.34,208789207.3,20943019.16,24765520.88,Peak Found,Peak Found,High,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,Sconica_v3_47779-RA,Sconica_v3_47779-RA,0,48.937,47,11,24,5,228,25.8,10.24,49.56,11,0,814039.875,,480118.7813,24815002.75,38558836,146533633.5,Peak Found,Not Found,Peak Found,High,High,High,1,
FALSE,High,Master Protein,Chr08-anno1.g38564.t2,Chr08-anno1.g38564.t2,0,48.903,10,7,16,1,508,56,7.06,37.89,7,0,,,690402.4375,21585372,,,Not Found,Not Found,Peak Found,High,Not Found,Not Found,1,
FALSE,High,Master Protein,FUN_052166-T1,FUN_052166-T1,0,48.903,13,3,12,3,235,25.3,9.09,55.4,3,0,11722094.81,9395060.875,5308664.625,8432609.5,18664595.38,9584550.25,High,High,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,Chr08-anno1.g32874.t1,Chr08-anno1.g32874.t1,0,48.825,26,13,28,13,455,49.7,9.28,52.89,13,0,33575196.88,34181867.33,5711246.906,26633918.44,48846847.75,75043197.38,High,High,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,Chr01-anno1.g62298.t1,Chr01-anno1.g62298.t1,0,48.743,42,4,18,0,131,13.9,10.24,53.63,4,0,,,,,,,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,
FALSE,High,Master Protein,Sconica_v3_18642-RA,Sconica_v3_18642-RA,0,48.731,32,7,12,7,274,32.2,9.41,31.32,7,0,16157011.78,12834441.5,4949393.813,14070543.81,9366267,78958197.5,High,High,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,Chr03-anno1.g56752.t1,Chr03-anno1.g56752.t1,0,48.659,31,8,14,8,254,28,6.23,40.64,8,0,7795856.344,10651319.64,3953203,41901107.25,28588574,24287310.13,High,High,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,FUN_005576-T1,FUN_005576-T1,0,48.638,26,4,7,4,238,26.7,9.13,25.62,4,0,1359118.219,701295.625,3424641.313,20610920.88,,,Peak Found,Peak Found,High,High,Not Found,Not Found,1,
FALSE,High,Master Protein,Chr09-anno1.g40657.t1,Chr09-anno1.g40657.t1,0,48.632,25,6,11,3,317,36.1,5.38,38.49,6,0,4916259.063,4453262.5,4795109.625,,21698629,,Peak Found,Peak Found,Peak Found,Not Found,High,Not Found,1,
FALSE,High,Master Protein,Sconica_v3_00140-RA,Sconica_v3_00140-RA,0,48.532,34,8,14,5,267,30.8,5.05,41.76,8,3,3720057.422,2449706.625,2565092.969,9620260.313,46844500.75,102370165.6,Peak Found,Peak Found,Peak Found,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_15731-RA,Sconica_v3_15731-RA,0,48.442,16,8,14,3,541,59.9,6.13,36.27,8,0,,,,,2837718.25,1841922.75,Not Found,Not Found,Not Found,Not Found,High,High,1,
FALSE,High,Master Protein,Chr06-anno1.g19475.t1,Chr06-anno1.g19475.t1,0,48.395,13,5,7,5,604,65.8,7.06,19.78,5,0,824153.8438,,8191544.625,2526454.75,516063.25,111160383,Peak Found,Not Found,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,Sconica_v3_38444-RA,Sconica_v3_38444-RA,0,48.33,4,7,11,2,2303,257.2,6.4,26.05,7,0,,,,,1732171.625,,Not Found,Not Found,Not Found,Not Found,High,Not Found,1,
FALSE,High,Master Protein,Sconica_v3_03629-RA,Sconica_v3_03629-RA,0,48.292,38,3,9,3,112,12.2,7.12,27.61,3,0,121144.9297,109201.1172,11599658.13,12795255.45,31094620.55,15805099,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_38646-RA,Sconica_v3_38646-RA,0,48.254,46,10,16,6,224,24.8,5.74,44.45,10,3,917819.5,428036.5938,1586380.063,5546747.688,19277648.75,79195521.88,Not Found,Not Found,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,Chr08-anno1.g34660.t1,Chr08-anno1.g34660.t1,0,48.246,18,7,12,6,388,41.1,4.63,36.11,7,0,6744994.5,4477943.453,20492180,10151822.5,50832156.5,139442199.5,Peak Found,Peak Found,Peak Found,Peak Found,High,High,1,
