"Master Protein Accessions","conica_chloroplast_1","conica_chloroplast_2","conica_mito_1","conica_mito_2","conica_nuclear_1","conica_nuclear_2"
"Sconica_v3_13200-RA",0,0,1,0,0,0
"Sconica_v3_13222-RA",0,0,1,1,1,3
"Sconica_v3_13414-RA",0,0,3,2,0,0
"Sconica_v3_13516-RA",0,0,5,4,0,0
"Sconica_v3_13608-RA",0,0,2,3,1,0
"Sconica_v3_13623-RA",0,0,9,15,1,0
"Sconica_v3_13645-RA",0,0,18,27,0,0
"Sconica_v3_13654-RA",0,0,3,0,0,0
"Sconica_v3_13694-RA",0,0,5,5,0,1
"Sconica_v3_13786-RA",0,0,2,2,9,9
"Sconica_v3_14075-RA",0,0,1,2,1,1
"Sconica_v3_14185-RA",0,0,3,0,0,1
"Sconica_v3_14206-RA",0,0,1,0,2,2
"Sconica_v3_14227-RA",0,0,12,5,11,12
"Sconica_v3_14559-RA",0,0,1,0,4,11
"Sconica_v3_14623-RA",0,0,1,0,1,0
"Sconica_v3_14748-RA",0,0,12,24,0,7
"Sconica_v3_15000-RA",0,0,9,3,0,0
"Sconica_v3_15549-RA",0,0,2,2,10,20
"Sconica_v3_15959-RA",0,0,1,0,8,7
"Sconica_v3_15963-RA",0,0,4,4,1,0
"Sconica_v3_15968-RA",0,0,1,0,1,2
"Sconica_v3_15996-RA",0,0,25,18,0,0
"Sconica_v3_16053-RA",0,0,1,0,1,0
"Sconica_v3_16088-RA",0,0,1,0,1,0
"Sconica_v3_16198-RA",0,0,1,0,0,0
"Sconica_v3_16400-RA",0,0,1,0,0,1
"Sconica_v3_16597-RA",0,0,1,0,1,1
"Sconica_v3_16847-RA",0,0,2,0,17,18
"Sconica_v3_16857-RA",0,0,1,2,0,0
"Sconica_v3_16948-RA",0,0,8,11,0,0
"Sconica_v3_17018-RA",0,0,1,0,0,0
"Sconica_v3_17200-RA",0,0,1,0,2,2
"Sconica_v3_17212-RA",0,0,6,8,0,0
"Sconica_v3_17373-RA",0,0,2,5,8,1
"Sconica_v3_17436-RA",0,0,11,9,1,0
"Sconica_v3_17440-RA",0,0,38,33,0,0
"Sconica_v3_17449-RA",0,0,18,21,3,4
"Sconica_v3_17506-RA",0,0,1,0,0,0
"Sconica_v3_17542-RA",0,0,53,47,3,1
"Sconica_v3_17545-RA",0,0,3,5,16,10
"Sconica_v3_17581-RA",0,0,6,6,0,0
"Sconica_v3_17645-RA",0,0,1,0,0,1
"Sconica_v3_17719-RA",0,0,40,39,8,10
"Sconica_v3_17748-RA",0,0,9,6,0,0
"Sconica_v3_17759-RA",0,0,16,13,0,1
"Sconica_v3_17785-RA",0,0,9,7,0,0
"Sconica_v3_17854-RA",0,0,3,5,0,0
"Sconica_v3_17894-RA",0,0,3,1,0,0
"Sconica_v3_17909-RA",0,0,1,0,4,1
"Sconica_v3_17930-RA",0,0,13,7,0,0
"Sconica_v3_18080-RA",0,0,13,0,0,1
"Sconica_v3_18083-RA",0,0,3,3,0,1
"Sconica_v3_18150-RA",0,0,2,3,7,6
"Sconica_v3_18159-RA",0,0,2,1,0,0
"Sconica_v3_18210-RA",0,0,1,0,8,10
"Sconica_v3_18219-RA",0,0,1,2,3,0
"Sconica_v3_18227-RA",0,0,1,2,4,3
"Sconica_v3_18228-RA",0,0,1,0,7,7
"Sconica_v3_18300-RA",0,0,1,2,2,5
"Sconica_v3_18392-RA",0,0,10,2,0,0
"Sconica_v3_18621-RA",0,0,1,0,0,0
"Sconica_v3_18661-RA",0,0,1,1,4,5
"Sconica_v3_18664-RA",0,0,1,0,0,0
"Sconica_v3_18762-RA",0,0,2,2,3,2
"Sconica_v3_18772-RA",0,0,2,5,2,0
"Sconica_v3_18810-RA",0,0,5,2,0,0
"Sconica_v3_18811-RA",0,0,3,4,0,1
"Sconica_v3_18814-RA",0,0,8,7,0,0
"Sconica_v3_19026-RA",0,0,4,1,0,0
"Sconica_v3_19127-RA",0,0,7,3,0,0
"Sconica_v3_19137-RA",0,0,10,5,0,0
"Sconica_v3_19153-RA",0,0,28,27,3,5
"Sconica_v3_19156-RA",0,0,8,5,0,1
"Sconica_v3_19359-RA",0,0,7,4,0,0
"Sconica_v3_19364-RA",0,0,1,0,0,0
"Sconica_v3_19478-RA",0,0,3,5,0,0
"Sconica_v3_19517-RA",0,0,3,1,5,4
"Sconica_v3_19580-RA",0,0,4,3,0,0
"Sconica_v3_20117-RA",0,0,7,7,0,0
"Sconica_v3_20194-RA",0,0,9,7,0,0
"Sconica_v3_20218-RA",0,0,1,0,6,2
"Sconica_v3_20633-RA",0,0,1,0,1,2
"Sconica_v3_20646-RA",0,0,2,3,0,0
"Sconica_v3_20679-RA",0,0,19,23,6,5
"Sconica_v3_20739-RA",0,0,1,0,0,0
"Sconica_v3_20832-RA",0,0,8,3,0,0
"Sconica_v3_21687-RA",0,0,12,11,0,0
"Sconica_v3_22146-RA",0,0,7,4,0,0
"Sconica_v3_22653-RA",0,0,1,1,10,14
"Sconica_v3_22695-RA",0,0,4,6,0,0
"Sconica_v3_22742-RA",0,0,3,2,0,0
"Sconica_v3_22746-RA",0,0,1,1,1,3
"Sconica_v3_22761-RA",0,0,10,9,0,0
"Sconica_v3_22843-RA",0,0,4,12,15,13
"Sconica_v3_22869-RA",0,0,1,0,0,0
"Sconica_v3_22876-RA",0,0,27,25,1,4
"Sconica_v3_23041-RA",0,0,6,5,0,0
"Sconica_v3_23069-RA",0,0,9,0,9,10
"Sconica_v3_23284-RA",0,0,2,2,2,0
"Sconica_v3_23315-RA",0,0,1,2,0,0
"Sconica_v3_23347-RA",0,0,1,0,0,0
"Sconica_v3_23355-RA",0,0,7,6,1,2
"Sconica_v3_23432-RA",0,0,19,14,0,0
"Sconica_v3_23446-RA",0,0,2,2,0,0
"Sconica_v3_23468-RA",0,0,7,6,0,0
"Sconica_v3_23712-RA",0,0,25,28,1,1
"Sconica_v3_23757-RA",0,0,4,2,0,0
"Sconica_v3_23763-RA",0,0,1,0,2,1
"Sconica_v3_23765-RA",0,0,3,8,0,0
"Sconica_v3_23767-RA",0,0,1,0,1,13
"Sconica_v3_23770-RA",0,0,7,5,0,0
"Sconica_v3_23853-RA",0,0,2,0,0,0
"Sconica_v3_23856-RA",0,0,7,6,1,2
"Sconica_v3_23858-RA",0,0,2,1,5,3
"Sconica_v3_23903-RA",0,0,3,1,7,6
"Sconica_v3_23961-RA",0,0,4,4,1,3
"Sconica_v3_23973-RA",0,0,8,0,1,8
"Sconica_v3_23985-RA",0,0,3,0,0,0
"Sconica_v3_24069-RA",0,0,4,0,6,5
"Sconica_v3_24159-RA",0,0,1,0,0,0
"Sconica_v3_24178-RA",0,0,7,4,0,0
"Sconica_v3_24459-RA",0,0,1,1,0,0
"Sconica_v3_24562-RA",0,0,28,16,1,0
"Sconica_v3_24580-RA",0,0,94,92,14,18
"Sconica_v3_24590-RA",0,0,3,5,0,0
"Sconica_v3_24606-RA",0,0,1,0,0,0
"Sconica_v3_24662-RA",0,0,28,26,1,3
"Sconica_v3_24723-RA",0,0,30,35,3,6
"Sconica_v3_24728-RA",0,0,21,2,4,3
"Sconica_v3_24808-RA",0,0,4,1,0,0
"Sconica_v3_25052-RA",0,0,12,5,0,0
"Sconica_v3_25077-RA",0,0,10,10,0,0
"Sconica_v3_25097-RA",0,0,1,0,0,0
"Sconica_v3_25165-RA",0,0,3,3,0,0
"Sconica_v3_25352-RA",0,0,1,0,4,1
"Sconica_v3_25446-RA",0,0,8,6,1,3
"Sconica_v3_25544-RA",0,0,34,29,1,1
"Sconica_v3_25558-RA",0,0,14,13,0,1
"Sconica_v3_25594-RA",0,0,5,1,1,0
"Sconica_v3_25605-RA",0,0,19,14,0,0
"Sconica_v3_25633-RA",0,0,18,20,0,0
"Sconica_v3_25891-RA",0,0,9,5,1,2
"Sconica_v3_25967-RA",0,0,9,7,0,0
"Sconica_v3_25991-RA",0,0,5,2,2,4
"Sconica_v3_26195-RA",0,0,59,61,12,8
"Sconica_v3_26298-RA",0,0,7,7,3,1
"Sconica_v3_26579-RA",0,0,6,4,1,0
"Sconica_v3_26605-RA",0,0,4,8,0,0
"Sconica_v3_26698-RA",0,0,1,0,3,0
"Sconica_v3_26924-RA",0,0,3,0,0,0
"Sconica_v3_27610-RA",0,0,18,18,1,0
"Sconica_v3_28430-RA",0,0,4,1,0,0
"Sconica_v3_28568-RA",0,0,2,3,0,0
"Sconica_v3_28648-RA",0,0,4,3,0,1
"Sconica_v3_28657-RA",0,0,15,11,0,0
"Sconica_v3_28766-RA",0,0,12,12,3,1
"Sconica_v3_28896-RA",0,0,12,12,0,0
"Sconica_v3_28952-RA",0,0,11,9,0,1
"Sconica_v3_28953-RA",0,0,4,5,0,0
"Sconica_v3_29000-RA",0,0,1,0,0,0
"Sconica_v3_29079-RA",0,0,5,7,1,1
"Sconica_v3_29106-RA",0,0,17,10,0,0
"Sconica_v3_29337-RA",0,0,2,6,4,3
"Sconica_v3_29497-RA",0,0,30,31,2,4
"Sconica_v3_29560-RA",0,0,2,2,2,2
"Sconica_v3_29563-RA",0,0,1,1,0,0
"Sconica_v3_29586-RA",0,0,2,0,9,9
"Sconica_v3_29677-RA",0,0,11,6,14,9
"Sconica_v3_29975-RA",0,0,1,0,0,0
"Sconica_v3_30025-RA",0,0,22,19,0,1
"Sconica_v3_30064-RA",0,0,2,1,3,4
"Sconica_v3_30139-RA",0,0,1,0,2,4
"Sconica_v3_30148-RA",0,0,2,5,10,7
"Sconica_v3_30153-RA",0,0,7,6,0,0
"Sconica_v3_30174-RA",0,0,1,1,7,6
"Sconica_v3_30177-RA",0,0,1,1,5,3
"Sconica_v3_30243-RA",0,0,1,0,2,4
"Sconica_v3_30300-RA",0,0,2,0,5,8
"Sconica_v3_30325-RA",0,0,2,2,0,0
"Sconica_v3_30344-RA",0,0,2,0,0,0
"Sconica_v3_30364-RA",0,0,19,20,4,3
"Sconica_v3_30370-RA",0,0,6,0,2,1
"Sconica_v3_30401-RA",0,0,23,17,0,0
"Sconica_v3_30426-RA",0,0,4,4,0,0
"Sconica_v3_30428-RA",0,0,58,52,7,6
"Sconica_v3_30460-RA",0,0,3,6,0,0
"Sconica_v3_30462-RA",0,0,1,3,0,0
"Sconica_v3_30619-RA",0,0,4,2,0,0
"Sconica_v3_30653-RA",0,0,1,0,0,0
"Sconica_v3_30695-RA",0,0,13,12,3,4
"Sconica_v3_30715-RA",0,0,19,17,1,3
"Sconica_v3_30744-RA",0,0,8,3,0,0
"Sconica_v3_30747-RA",0,0,32,27,0,6
"Sconica_v3_30766-RA",0,0,11,8,3,3
"Sconica_v3_30872-RA",0,0,2,1,0,0
"Sconica_v3_31010-RA",0,0,1,3,0,0
"Sconica_v3_31163-RA",0,0,29,28,4,4
"Sconica_v3_31362-RA",0,0,8,1,0,0
"Sconica_v3_31371-RA",0,0,1,0,0,0
"Sconica_v3_31378-RA",0,0,48,50,5,8
"Sconica_v3_31395-RA",0,0,5,3,4,2
"Sconica_v3_31521-RA",0,0,9,6,0,0
"Sconica_v3_31529-RA",0,0,1,0,0,0
"Sconica_v3_33437-RA",0,0,2,4,5,3
"Sconica_v3_33667-RA",0,0,18,16,0,0
"Sconica_v3_33772-RA",0,0,12,16,0,0
"Sconica_v3_33824-RA",0,0,12,11,1,1
"Sconica_v3_33841-RA",0,0,4,2,1,1
"Sconica_v3_33868-RA",0,0,9,20,11,13
"Sconica_v3_33875-RA",0,0,2,1,5,3
"Sconica_v3_33895-RA",0,0,4,1,0,0
"Sconica_v3_33921-RA",0,0,17,6,0,0
"Sconica_v3_33977-RA",0,0,10,8,1,4
"Sconica_v3_34009-RA",0,0,26,26,0,3
"Sconica_v3_34012-RA",0,0,2,0,0,0
"Sconica_v3_34018-RA",0,0,2,0,1,1
"Sconica_v3_34028-RA",0,0,1,2,0,0
"Sconica_v3_34245-RA",0,0,1,0,5,3
"Sconica_v3_34358-RA",0,0,2,0,7,5
"Sconica_v3_34446-RA",0,0,13,13,4,5
"Sconica_v3_34690-RA",0,0,1,1,0,0
"Sconica_v3_34699-RA",0,0,1,0,2,6
"Sconica_v3_34703-RA",0,0,42,32,0,2
"Sconica_v3_34731-RA",0,0,5,4,3,1
"Sconica_v3_34907-RA",0,0,1,1,3,0
"Sconica_v3_34936-RA",0,0,13,1,7,4
"Sconica_v3_35166-RA",0,0,17,12,0,2
"Sconica_v3_35491-RA",0,0,15,13,2,3
"Sconica_v3_35540-RA",0,0,9,8,0,2
"Sconica_v3_35560-RA",0,0,1,3,7,6
"Sconica_v3_35564-RA",0,0,4,5,0,0
"Sconica_v3_35747-RA",0,0,1,0,0,0
"Sconica_v3_35775-RA",0,0,1,3,1,3
"Sconica_v3_35886-RA",0,0,14,14,0,0
"Sconica_v3_35888-RA",0,0,24,25,2,1
"Sconica_v3_35906-RA",0,0,3,1,0,0
"Sconica_v3_35914-RA",0,0,1,0,0,0
"Sconica_v3_35962-RA",0,0,20,11,21,14
"Sconica_v3_36026-RA",0,0,19,13,0,0
"Sconica_v3_36040-RA",0,0,1,0,1,1
"Sconica_v3_36155-RA",0,0,2,4,0,0
"Sconica_v3_36238-RA",0,0,14,15,2,4
"Sconica_v3_36249-RA",0,0,3,1,0,4
"Sconica_v3_36305-RA",0,0,8,2,0,0
"Sconica_v3_36350-RA",0,0,1,1,3,2
"Sconica_v3_36423-RA",0,0,3,6,18,20
"Sconica_v3_36806-RA",0,0,3,2,0,0
"Sconica_v3_36852-RA",0,0,1,1,0,4
"Sconica_v3_37046-RA",0,0,1,1,0,0
"Sconica_v3_37126-RA",0,0,11,8,16,1
"Sconica_v3_37178-RA",0,0,8,8,0,0
"Sconica_v3_37323-RA",0,0,1,0,0,0
"Sconica_v3_37372-RA",0,0,3,4,0,0
"Sconica_v3_37433-RA",0,0,12,8,26,2
"Sconica_v3_37442-RA",0,0,1,0,0,0
"Sconica_v3_37554-RA",0,0,16,9,0,0
"Sconica_v3_37603-RA",0,0,3,5,0,0
"Sconica_v3_37754-RA",0,0,1,1,0,0
"Sconica_v3_37782-RA",0,0,1,3,3,0
"Sconica_v3_37834-RA",0,0,8,8,0,0
"Sconica_v3_37888-RA",0,0,2,0,0,1
"Sconica_v3_37919-RA",0,0,12,10,0,0
"Sconica_v3_38104-RA",0,0,4,4,0,0
"Sconica_v3_38288-RA",0,0,3,0,2,1
"Sconica_v3_38291-RA",0,0,1,1,1,0
"Sconica_v3_38627-RA",0,0,2,1,10,21
"Sconica_v3_38657-RA",0,0,1,0,0,0
"Sconica_v3_38702-RA",0,0,9,6,0,0
"Sconica_v3_38776-RA",0,0,2,0,7,10
"Sconica_v3_38908-RA",0,0,6,4,0,0
"Sconica_v3_38915-RA",0,0,1,0,0,0
"Sconica_v3_38927-RA",0,0,1,1,8,5
"Sconica_v3_39500-RA",0,0,1,0,5,6
"Sconica_v3_39843-RA",0,0,17,22,3,4
"Sconica_v3_39906-RA",0,0,7,4,0,0
"Sconica_v3_40003-RA",0,0,21,19,2,2
"Sconica_v3_40008-RA",0,0,17,14,1,0
"Sconica_v3_40220-RA",0,0,3,3,0,0
"Sconica_v3_40256-RA",0,0,1,1,1,3
"Sconica_v3_40258-RA",0,0,4,4,1,1
"Sconica_v3_40269-RA",0,0,11,12,0,0
"Sconica_v3_40272-RA",0,0,12,11,1,0
"Sconica_v3_40406-RA",0,0,2,1,0,0
"Sconica_v3_40572-RA",0,0,7,4,1,0
"Sconica_v3_40630-RA",0,0,10,3,0,0
"Sconica_v3_41121-RA",0,0,13,9,1,0
"Sconica_v3_41172-RA",0,0,5,4,0,0
"Sconica_v3_41290-RA",0,0,9,11,0,0
"Sconica_v3_41368-RA",0,0,1,1,0,0
"Sconica_v3_41475-RA",0,0,5,4,0,0
"Sconica_v3_41497-RA",0,0,3,3,0,0
"Sconica_v3_41503-RA",0,0,17,14,18,21
"Sconica_v3_41586-RA",0,0,19,23,4,1
"Sconica_v3_41587-RA",0,0,1,0,6,6
"Sconica_v3_41608-RA",0,0,1,1,0,0
"Sconica_v3_41791-RA",0,0,1,0,0,7
"Sconica_v3_41851-RA",0,0,4,2,3,3
"Sconica_v3_41913-RA",0,0,6,3,0,0
"Sconica_v3_41933-RA",0,0,1,0,5,10
"Sconica_v3_41951-RA",0,0,1,1,0,0
"Sconica_v3_41967-RA",0,0,3,3,0,0
"Sconica_v3_42015-RA",0,0,1,0,0,0
"Sconica_v3_42016-RA",0,0,1,1,6,7
"Sconica_v3_42073-RA",0,0,5,3,0,0
"Sconica_v3_42097-RA",0,0,3,1,0,0
"Sconica_v3_42098-RA",0,0,1,0,1,0
"Sconica_v3_42184-RA",0,0,6,8,0,0
"Sconica_v3_42188-RA",0,0,1,0,0,0
"Sconica_v3_42195-RA",0,0,4,3,11,8
"Sconica_v3_42243-RA",0,0,40,28,2,12
"Sconica_v3_42269-RA",0,0,2,1,0,0
"Sconica_v3_42271-RA",0,0,2,2,9,8
"Sconica_v3_42283-RA",0,0,2,0,0,0
"Sconica_v3_42348-RA",0,0,5,2,8,8
"Sconica_v3_42351-RA",0,0,19,19,0,0
"Sconica_v3_42464-RA",0,0,11,8,0,0
"Sconica_v3_42611-RA",0,0,2,0,0,0
"Sconica_v3_42613-RA",0,0,1,0,5,5
"Sconica_v3_42632-RA",0,0,1,0,0,0
"Sconica_v3_42718-RA",0,0,1,0,1,0
"Sconica_v3_42726-RA",0,0,2,3,5,4
"Sconica_v3_42746-RA",0,0,9,5,0,0
"Sconica_v3_42943-RA",0,0,5,4,27,22
"Sconica_v3_42985-RA",0,0,8,9,0,0
"Sconica_v3_43051-RA",0,0,14,10,0,0
"Sconica_v3_43084-RA",0,0,2,0,11,10
"Sconica_v3_43106-RA",0,0,7,5,1,3
"Sconica_v3_43118-RA",0,0,7,5,0,0
"Sconica_v3_43213-RA",0,0,1,0,7,9
"Sconica_v3_43228-RA",0,0,1,0,0,0
"Sconica_v3_43274-RA",0,0,1,0,7,8
"Sconica_v3_43280-RA",0,0,1,0,0,0
"Sconica_v3_43288-RA",0,0,6,3,0,0
"Sconica_v3_43301-RA",0,0,6,6,0,0
"Sconica_v3_43317-RA",0,0,1,0,0,0
"Sconica_v3_43343-RA",0,0,7,3,8,4
"Sconica_v3_43645-RA",0,0,7,8,0,0
"Sconica_v3_43701-RA",0,0,5,6,13,9
"Sconica_v3_43753-RA",0,0,1,0,0,0
"Sconica_v3_43804-RA",0,0,1,0,0,0
"Sconica_v3_43816-RA",0,0,11,13,0,0
"Sconica_v3_43947-RA",0,0,3,2,0,0
"Sconica_v3_44161-RA",0,0,1,1,17,13
"Sconica_v3_44207-RA",0,0,8,7,0,16
"Sconica_v3_44240-RA",0,0,11,9,0,0
"Sconica_v3_44513-RA",0,0,1,1,4,2
"Sconica_v3_44605-RA",0,0,1,0,0,0
"Sconica_v3_44628-RA",0,0,1,1,4,0
"Sconica_v3_44637-RA",0,0,1,0,9,11
"Sconica_v3_44789-RA",0,0,3,3,0,0
"Sconica_v3_44899-RA",0,0,3,1,7,9
"Sconica_v3_45073-RA",0,0,6,7,0,1
"Sconica_v3_45098-RA",0,0,1,0,3,2
"Sconica_v3_45129-RA",0,0,2,0,4,5
"Sconica_v3_45232-RA",0,0,1,1,0,0
"Sconica_v3_45242-RA",0,0,6,4,0,0
"Sconica_v3_45250-RA",0,0,39,29,0,0
"Sconica_v3_45450-RA",0,0,1,3,10,9
"Sconica_v3_45557-RA",0,0,16,16,13,18
"Sconica_v3_45908-RA",0,0,23,25,0,2
"Sconica_v3_45955-RA",0,0,25,24,1,0
"Sconica_v3_46007-RA",0,0,1,2,5,5
"Sconica_v3_46773-RA",0,0,2,0,1,0
"Sconica_v3_46831-RA",0,0,20,11,0,2
"Sconica_v3_46875-RA",0,0,1,1,0,5
"Sconica_v3_46877-RA",0,0,7,8,0,0
"Sconica_v3_47029-RA",0,0,3,3,6,11
"Sconica_v3_47079-RA",0,0,82,73,14,4
"Sconica_v3_47088-RA",0,0,1,1,3,3
"Sconica_v3_47120-RA",0,0,2,2,0,0
"Sconica_v3_47180-RA",0,0,8,6,0,0
"Sconica_v3_47246-RA",0,0,44,38,2,4
"Sconica_v3_47358-RA",0,0,3,9,7,6
"Sconica_v3_47435-RA",0,0,6,5,0,0
"Sconica_v3_47618-RA",0,0,25,22,1,1
"Sconica_v3_47766-RA",0,0,1,0,2,2
"Sconica_v3_47815-RA",0,0,8,4,0,0
"Sconica_v3_47849-RA",0,0,7,7,1,3
"Sconica_v3_47900-RA",0,0,1,0,2,2
"Sconica_v3_47988-RA",0,0,3,2,6,7
"Sconica_v3_48005-RA",0,0,1,0,0,0
"Sconica_v3_48035-RA",0,0,1,0,0,0
"Sconica_v3_48073-RA",0,0,4,3,0,0
"Sconica_v3_48135-RA",0,0,5,1,0,0
"Sconica_v3_48190-RA",0,0,24,17,4,7
"Sconica_v3_48276-RA",0,0,8,11,0,0
"Sconica_v3_48302-RA",0,0,3,3,0,0
"Sconica_v3_48390-RA",0,0,1,0,0,0
"Sconica_v3_48392-RA",0,0,1,0,0,0
"Sconica_v3_48415-RA",0,0,1,1,0,0
"Sconica_v3_48437-RA",0,0,12,15,0,0
"Sconica_v3_48635-RA",0,0,2,0,0,0
"Sconica_v3_48675-RA",0,0,1,0,13,5
"Sconica_v3_48719-RA",0,0,2,0,0,0
"Sconica_v3_48859-RA",0,0,1,1,5,7
"Sconica_v3_48936-RA",0,0,15,13,3,2
"Sconica_v3_49004-RA",0,0,6,6,0,0
"Sconica_v3_49052-RA",0,0,34,25,2,4
"Sconica_v3_49053-RA",0,0,6,4,3,2
"Sconica_v3_49132-RA",0,0,1,0,0,5
"Sconica_v3_49220-RA",0,0,3,3,1,3
"Sconica_v3_49254-RA",0,0,1,1,0,0
"Sconica_v3_49334-RA",0,0,6,4,0,1
"Sconica_v3_49349-RA",0,0,63,58,5,11
"Sconica_v3_49391-RA",0,0,1,0,0,0
"Sconica_v3_49567-RA",0,0,10,10,6,5
"Sconica_v3_49673-RA",0,0,23,16,0,0
"Sconica_v3_49731-RA",0,0,5,5,0,0
"Sconica_v3_49865-RA",0,0,1,0,0,0
"Sconica_v3_50113-RA",0,0,1,0,8,13
"Sconica_v3_50608-RA",0,0,14,13,2,2
"Sconica_v3_50875-RA",0,0,1,2,16,8
"Sconica_v3_50958-RA",0,0,1,0,0,0
"Sconica_v3_51025-RA",0,0,2,2,3,3
"Sconica_v3_51503-RA",0,0,1,0,7,6
"Sconica_v3_51727-RA",0,0,27,22,0,0
"Sconica_v3_51822-RA",0,0,2,4,0,0
"Sconica_v3_51829-RA",0,0,8,2,1,0
"Sconica_v3_51925-RA",0,0,1,0,6,5
"Sconica_v3_51995-RA",0,0,40,33,0,0
"Sconica_v3_52054-RA",0,0,1,1,1,2
"Sconica_v3_52214-RA",0,0,13,10,0,0
"Sconica_v3_52636-RA",0,0,1,0,1,2
"Sconica_v3_52774-RA",0,0,1,0,0,1
"Sconica_v3_52785-RA",0,0,41,40,4,7
"Sconica_v3_52848-RA",0,0,3,1,3,3
"Sconica_v3_52901-RA",0,0,2,1,10,14
"Sconica_v3_52936-RA",0,0,1,0,0,0
"Sconica_v3_52955-RA",0,0,4,3,0,0
"Sconica_v3_53107-RA",0,0,6,4,0,0
"Sconica_v3_53113-RA",0,0,2,1,5,4
"Sconica_v3_53128-RA",0,0,2,1,0,0
"Sconica_v3_53208-RA",0,0,1,5,6,4
"Sconica_v3_53235-RA",0,0,8,3,0,0
"Sconica_v3_53238-RA",0,0,35,44,9,9
"Sconica_v3_53323-RA",0,0,3,1,0,0
"Sconica_v3_53342-RA",0,0,1,2,0,0
"Sconica_v3_53357-RA",0,0,1,0,1,0
"Sconica_v3_53378-RA",0,0,15,16,4,3
"Sconica_v3_53425-RA",0,0,1,0,0,0
"Sconica_v3_53429-RA",0,0,1,0,1,1
"Sconica_v3_53480-RA",0,0,10,3,5,3
"Sconica_v3_53615-RA",0,0,46,44,10,10
"Sconica_v3_53674-RA",0,0,1,0,2,4
"Sconica_v3_53682-RA",0,0,1,4,0,0
"Sconica_v3_53695-RA",0,0,2,0,0,0
"Sconica_v3_53755-RA",0,0,11,8,0,0
"Sconica_v3_53788-RA",0,0,5,2,0,0
"Sconica_v3_54012-RA",0,0,1,1,0,0
"Sconica_v3_54021-RA",0,0,1,0,11,0
"Sconica_v3_54112-RA",0,0,3,1,1,1
"Sconica_v3_54171-RA",0,0,1,0,0,0
"Sconica_v3_54602-RA",0,0,7,2,8,8
"Sconica_v3_54618-RA",0,0,1,0,0,0
"Sconica_v3_54622-RA",0,0,2,0,7,5
"Sconica_v3_54671-RA",0,0,12,7,0,0
"Sconica_v3_54794-RA",0,0,1,0,0,0
"Sconica_v3_55009-RA",0,0,1,0,0,0
"Sconica_v3_55024-RA",0,0,1,1,5,3
"Sconica_v3_55247-RA",0,0,1,2,2,3
"Sconica_v3_55523-RA",0,0,11,9,7,7
"Sconica_v3_55731-RA",0,0,12,12,0,2
"Sconica_v3_55848-RA",0,0,2,0,0,0
"Sconica_v3_55850-RA",0,0,5,4,0,0
"Sconica_v3_55865-RA",0,0,2,0,6,1
"Sconica_v3_55947-RA",0,0,1,0,0,1
"Sconica_v3_56751-RA",0,0,6,2,0,0
"Sconica_v3_56790-RA",0,0,5,6,1,2
"Sconica_v3_56896-RA",0,0,1,0,6,13
"Sconica_v3_56916-RA",0,0,4,3,0,0
"Sconica_v3_57054-RA",0,0,9,2,0,0
"Sconica_v3_57073-RA",0,0,7,5,0,0
"Sconica_v3_57144-RA",0,0,6,6,0,0
"Sconica_v3_57154-RA",0,0,12,2,0,0
"Sconica_v3_57246-RA",0,0,3,2,2,4
"Sconica_v3_57261-RA",0,0,3,3,0,3
"Sconica_v3_57274-RA",0,0,1,1,0,2
"Sconica_v3_57381-RA",0,0,3,3,8,8
"Sconica_v3_57524-RA",0,0,1,0,0,0
"Sconica_v3_57570-RA",0,0,6,5,0,0
"Sconica_v3_57629-RA",0,0,2,0,1,0
"Sconica_v3_57673-RA",0,0,2,0,0,0
"Sconica_v3_57678-RA",0,0,4,0,2,0
"Sconica_v3_57684-RA",0,0,2,1,7,9
"Sconica_v3_57732-RA",0,0,2,2,2,1
"Sconica_v3_57740-RA",0,0,1,0,3,2
"Sconica_v3_57776-RA",0,0,1,0,8,3
"Sconica_v3_57824-RA",0,0,19,13,0,1
"Sconica_v3_58043-RA",0,0,10,10,1,1
"Sconica_v3_58086-RA",0,0,3,0,3,4
"Sconica_v3_58117-RA",0,0,5,4,4,4
"Sconica_v3_58154-RA",0,0,2,0,0,0
"Sconica_v3_58184-RA",0,0,25,25,0,0
"Sconica_v3_58193-RA",0,0,34,26,0,0
"Sconica_v3_58222-RA",0,0,2,0,0,0
"Sconica_v3_58258-RA",0,0,4,1,2,3
"Sconica_v3_58272-RA",0,0,1,0,0,0
"Sconica_v3_58276-RA",0,0,1,1,0,0
"Sconica_v3_58285-RA",0,0,1,2,2,2
"Sconica_v3_58308-RA",0,0,15,6,2,0
"Sconica_v3_58328-RA",0,0,2,3,0,0
"Sconica_v3_58331-RA",0,0,3,0,17,17
"Sconica_v3_58339-RA",0,0,1,1,0,0
"mito_ccmFn",0,0,5,3,0,0
"mito_cob",0,0,4,4,1,1
"mito_cox3",0,0,4,3,0,3
"mito_nad1",0,0,4,1,1,0
"mito_nad2",0,0,4,6,3,2
"mito_nad3",0,0,1,1,0,0
"mito_nad4",0,0,2,1,2,2
"mito_nad5",0,0,13,11,3,2
"mito_nad7",0,0,38,28,6,5
"mito_nad9",0,0,38,33,5,6
"mito_rpl5",0,0,6,2,0,0
"mito_rps13-1",0,0,3,5,0,0
"mito_rps3",0,0,24,17,0,0
"Chr01-anno1.g58297.t1",0,0,0,1,0,0
"Chr01-anno1.g59348.t1",0,0,0,1,0,0
