Protein,Cp1_noPF,Cp2_noPF,Mt1_noPF,Mt2_noPF,Lf1_noPF,Lf2_noPF
Sconica_v3_10654-RA,42860071.5,17458758.23,0,0,31504940.37,0
Sconica_v3_10693-RA,1063704850,1728647634,0,0,204232344.8,702188252.3
Sconica_v3_10763-RA,0,0,0,0,59692882.09,0
Sconica_v3_10769-RA,19125147.67,33090800.91,857681446,555546965.9,4737777903,4734502930
Sconica_v3_10771-RA,0,0,0,0,0,158469092
Sconica_v3_10846-RA,0,0,72099376,108413360.9,2101481052,4966590610
Sconica_v3_10848-RA,0,0,571817948,54187404.43,8405715452,6926107289
Sconica_v3_10888-RA,0,0,6073230250,7072496284,0,0
Sconica_v3_10893-RA,895427339.6,724058517.5,0,0,712550061.1,840948304.3
Sconica_v3_10944-RA,0,0,0,0,86875525.19,61164462.15
Sconica_v3_10949-RA,95802814.28,411965018.5,0,0,135438431.4,254500866.7
Sconica_v3_10950-RA,0,0,47218286814,38003449581,1056986180,4313300981
Sconica_v3_10956-RA,0,0,3412465896,3119196102,0,0
Sconica_v3_10960-RA,0,0,0,0,145760715.4,0
Sconica_v3_10991-RA,0,0,0,0,407203010.5,770711889.5
Sconica_v3_10996-RA,0,0,7573898752,7866056960,417242367.3,0
Sconica_v3_11011-RA,0,0,0,0,0,91358125.31
Sconica_v3_11013-RA,0,0,0,0,0,0
Sconica_v3_11033-RA,0,0,0,0,111458024.4,251059868.2
Sconica_v3_11080-RA,0,0,78847264,0,160693538.8,0
Sconica_v3_11101-RA,0,0,166486848,391163225.7,7217561773,2940844566
Sconica_v3_11106-RA,0,0,39049625464,32456963074,477666594.3,673666398.7
Sconica_v3_11109-RA,0,0,20079772656,20522207379,140732984.1,1397971206
Sconica_v3_11117-RA,3804078846,2481730131,0,0,1709149988,2498460427
Sconica_v3_11125-RA,0,0,997856640,201817319.3,0,0
Sconica_v3_11133-RA,0,0,1259723228,325161601.7,0,0
Sconica_v3_11179-RA,0,0,12406003,10208052.43,990911139.3,1065445009
Sconica_v3_11284-RA,0,0,259258368,334866252.7,0,0
Sconica_v3_11303-RA,329186542.3,626237728.2,0,0,67421524.94,140858086.7
Sconica_v3_11311-RA,6494536.15,0,0,0,3990769211,13639522357
Sconica_v3_11312-RA,0,0,0,0,27462199.2,81297062.72
Sconica_v3_11314-RA,0,0,29780471192,36976180660,652020986.9,1517941598
Sconica_v3_11322-RA,0,0,8594686360,6992170045,727338207.3,94225399.17
Sconica_v3_11324-RA,0,0,2249893296,2961964382,2245487910,2151889447
Sconica_v3_11335-RA,1718300906,2645944860,0,0,3473515793,2260002762
Sconica_v3_11343-RA,1410433891,1935689429,0,0,178396308.3,661705770.6
Sconica_v3_11356-RA,0,0,0,0,222680247.8,267919397.7
Sconica_v3_11360-RA,0,0,0,0,163122663.7,213645604.7
Sconica_v3_11367-RA,0,0,45175291944,42433759996,1451491639,4537361593
Sconica_v3_11374-RA,0,0,0,0,0,95115323.29
Sconica_v3_11375-RA,0,0,0,0,0,83969568.77
Sconica_v3_11385-RA,0,0,0,60998176.48,404405017.3,565602629.5
Sconica_v3_11394-RA,709432669,858909602.5,0,0,133099538.8,259419909.1
Sconica_v3_11405-RA,0,0,0,0,1291082002,1153457724
Sconica_v3_11406-RA,0,0,0,33382343.6,108316247.7,154299469.4
Sconica_v3_11424-RA,0,0,0,0,64549008.25,298654365.9
Sconica_v3_11426-RA,73267235.25,787322225.3,0,0,264827371.3,401860982.8
Sconica_v3_11427-RA,0,0,0,22228711.43,22393069.52,56520409.73
Sconica_v3_11439-RA,703173359.6,1034891289,117569584,158215025.4,587890852.9,130166592.3
Sconica_v3_11465-RA,0,0,995481584,615234905.2,0,0
Sconica_v3_11479-RA,0,0,0,0,0,0
Sconica_v3_11480-RA,196530204.7,175314714.5,0,0,472435319.9,261586002.2
Sconica_v3_11486-RA,0,0,0,0,0,37479410.02
Sconica_v3_11487-RA,0,0,0,0,36656189.58,527797822.5
Sconica_v3_11489-RA,0,384364699,0,0,0,0
Sconica_v3_11507-RA,0,0,0,0,74819528.41,374930596
Sconica_v3_11510-RA,259104872.1,342398696.4,0,0,402811813.5,180773557.5
Sconica_v3_11524-RA,0,0,0,0,31147918.14,29427442.03
Sconica_v3_11550-RA,6000475848,3007149148,1.39E+12,1.47E+12,57864333022,1.07E+11
Sconica_v3_11564-RA,3191660255,2134401891,0,0,769189640.5,194613647.5
Sconica_v3_11571-RA,0,0,0,0,0,53000024.63
Sconica_v3_11594-RA,0,0,0,0,44179746.29,31902101.98
Sconica_v3_11623-RA,58571309.9,0,0,0,0,0
Sconica_v3_11638-RA,12349985212,28675260137,196041732,249086284.1,12805599374,5194951067
Sconica_v3_11651-RA,0,0,0,0,296388019.9,396426907.2
Sconica_v3_11653-RA,2627975731,5916923761,91026256,0,1868166680,416053514
Sconica_v3_11665-RA,0,0,0,0,406183414.6,435562387.8
Sconica_v3_11667-RA,0,0,0,0,86457709.62,159823826.3
Sconica_v3_11669-RA,35245311.56,0,0,0,0,0
Sconica_v3_11733-RA,0,0,14971234,0,0,0
Sconica_v3_11775-RA,0,29554355.18,2150689524,352871940.3,8675915699,14132747161
Sconica_v3_11802-RA,0,236085910.1,0,0,0,0
Sconica_v3_11808-RA,0,34999051.09,0,0,0,0
Sconica_v3_11825-RA,0,0,178028004,43790211.43,0,0
Sconica_v3_11889-RA,0,0,132029582,85022528.03,2176681169,3356313102
Sconica_v3_11890-RA,103329641.2,0,0,0,0,0
Sconica_v3_11899-RA,952168305.4,1778399763,0,0,807933521.7,455856960.3
Sconica_v3_11905-RA,0,0,0,0,37753815.55,0
Sconica_v3_11941-RA,0,0,5093457054,4408085206,0,197307402.9
Sconica_v3_11968-RA,0,0,139226336,134832088.8,0,0
Sconica_v3_11986-RA,963055640,1619294130,0,0,768075348,0
Sconica_v3_11989-RA,0,0,3375109700,1562178768,0,0
Sconica_v3_12012-RA,0,0,0,0,0,42570497.75
Sconica_v3_12030-RA,0,0,0,0,726863060.8,397615830.2
Sconica_v3_12037-RA,921175694.9,1937768519,1.39E+11,1.21E+11,8962640306,5084707571
Sconica_v3_12042-RA,371733860.3,120276167.4,4983079688,4577865569,17975590.47,939083618.4
Sconica_v3_12052-RA,0,0,27649520,0,205854028.2,264249638.1
Sconica_v3_12079-RA,0,0,9262314034,11319801257,0,220364400.9
Sconica_v3_12082-RA,144386334.4,213320885.6,0,0,3396615460,76664094.43
Sconica_v3_12089-RA,45541732.56,0,489635208,322512488.7,10066103667,11883893387
Sconica_v3_12128-RA,0,0,0,0,75246682.26,512610808.8
Sconica_v3_12153-RA,0,0,0,0,0,58001462.94
Sconica_v3_12169-RA,0,0,54372000881,36271231246,1173996861,4592774101
Sconica_v3_12170-RA,0,0,37205254,0,1319952803,2837255718
Sconica_v3_12179-RA,172733097.4,0,0,0,6666846.701,0
Sconica_v3_12207-RA,0,0,0,0,49983314.05,628605947.2
Sconica_v3_12224-RA,3829432854,5663986969,0,0,22266263284,4147829365
Sconica_v3_12225-RA,0,0,0,0,343765364.7,147123989.6
Sconica_v3_12262-RA,0,17148717.74,66912336,0,0,0
Sconica_v3_12291-RA,282557305.9,268821754.3,0,0,393806548.3,181116166.4
Sconica_v3_12293-RA,70295472955,56951824950,314135408,1600205601,27334265207,24428753157
Sconica_v3_12297-RA,0,0,0,0,0,394098549.2
Sconica_v3_12315-RA,0,0,0,0,754774026.8,900127066.2
Sconica_v3_12355-RA,0,0,0,0,0,1159090438
Sconica_v3_12367-RA,12317111535,10211362422,43731212,221934134.5,5821022497,5122521365
Sconica_v3_12377-RA,0,0,15727815342,18221304913,305401096.9,290245652.4
Sconica_v3_12378-RA,0,0,0,0,0,142127309.4
Sconica_v3_12386-RA,0,0,0,0,26751393.52,0
Sconica_v3_12402-RA,0,0,501446080,643051173.1,3292070920,9935100337
Sconica_v3_12421-RA,0,0,0,0,105154647.6,843206033.9
Sconica_v3_12453-RA,0,17316546.03,8332758864,4726892057,0,708695387.4
Sconica_v3_12477-RA,90957512.91,233151585.2,2709498834,1958438676,10959796032,17786152152
Sconica_v3_12497-RA,2341988991,2028862649,0,0,973036953.1,811471189
Sconica_v3_12513-RA,0,0,0,0,175578555.6,259830596.5
Sconica_v3_12525-RA,0,0,0,103020676.4,0,0
Sconica_v3_12537-RA,0,0,1698846362,1197282958,40716614.89,0
Sconica_v3_12553-RA,7647006919,8010605428,391253528,1442128873,13222450941,9473002778
Sconica_v3_12580-RA,155646646.4,185565500,0,0,66228808.56,0
Sconica_v3_12596-RA,0,0,127290534,255432344.2,512543363.6,3153880129
Sconica_v3_12597-RA,0,0,8797544691,8699566497,53553328.43,279214018.5
Sconica_v3_12622-RA,1688714748,4315065307,0,0,2081120578,480887371.1
Sconica_v3_12625-RA,0,0,0,0,115891546.1,0
Sconica_v3_12626-RA,0,0,0,0,1652270795,2054475656
Sconica_v3_12662-RA,0,0,0,0,0,1291197053
Sconica_v3_12670-RA,0,0,0,0,411872764.8,452725996
Sconica_v3_12695-RA,1714385211,275519216.6,0,0,47244901.23,919805019.1
Sconica_v3_12707-RA,0,0,0,0,617292210.2,1302367911
Sconica_v3_12708-RA,461115773.4,931994660.8,0,0,469958357,566718741.8
Sconica_v3_12711-RA,1920999511,2640338377,0,124806048.1,202274722.8,350706737
Sconica_v3_12717-RA,22587046.86,0,0,0,0,0
Sconica_v3_12749-RA,0,0,0,258847301.1,1148989891,1748729585
Sconica_v3_12754-RA,26692953.77,49215794.75,0,0,0,0
Sconica_v3_12760-RA,0,0,0,0,39692570.4,0
Sconica_v3_12800-RA,0,0,0,0,132915218,164466517.6
Sconica_v3_12814-RA,0,0,0,0,0,88848725.5
Sconica_v3_12850-RA,16453783.11,28155912.62,0,0,268690297,913625761.9
Sconica_v3_12880-RA,0,0,16538136668,23302471080,685355563.8,390856054.3
Sconica_v3_12888-RA,0,0,0,0,89137331.28,148566409.1
Sconica_v3_12913-RA,41235440.31,25374488.59,0,0,0,200683912.5
Sconica_v3_12939-RA,3119896755,4833591885,0,289076467.2,2243728633,931338856.2
Sconica_v3_12966-RA,0,0,59767556,0,0,0
Sconica_v3_12982-RA,0,0,0,0,500496271.8,1608984684
Sconica_v3_13015-RA,0,0,0,0,77925602.92,0
Sconica_v3_13079-RA,192051784.3,591537914.1,0,0,77892011.58,0
Sconica_v3_13101-RA,0,0,0,0,0,114288583.2
Sconica_v3_13109-RA,1.20E+11,1.18E+11,1141061854,2334080118,32003043382,52814343321
Sconica_v3_13144-RA,51890377,0,747068796,386603680.1,0,562668655.5
Sconica_v3_13175-RA,0,0,154207392,182309818,0,0
Sconica_v3_13176-RA,0,0,529550176,0,0,0
Sconica_v3_13222-RA,0,0,58306896,54788457.39,46113019.15,296289527.9
Sconica_v3_13338-RA,175581190,346344468.9,1510448658,2146322746,9092128333,6334232142
Sconica_v3_13394-RA,0,199778521.4,0,0,0,0
Sconica_v3_13395-RA,1513273068,2036839213,0,0,2573557875,1281927353
Sconica_v3_13413-RA,0,0,0,0,154238367.7,0
Sconica_v3_13414-RA,0,0,189635656,67149801.71,0,0
Sconica_v3_13475-RA,0,0,0,0,208074850.1,419381557.7
Sconica_v3_13516-RA,0,0,1404276688,828094078.8,0,0
Sconica_v3_13533-RA,0,0,0,0,0,37392729.77
Sconica_v3_13546-RA,540175744.9,319858562.6,0,0,127993575.9,482404898.5
Sconica_v3_13584-RA,0,0,0,0,0,240634754.8
Sconica_v3_13608-RA,0,0,85881028,122168799,46723791.18,0
Sconica_v3_13623-RA,0,0,2757624738,5625511041,0,0
Sconica_v3_13639-RA,1494588125,2489771239,2490199821,2396935440,1162926637,781745682.7
Sconica_v3_13640-RA,0,0,37458080,0,0,71367416.06
Sconica_v3_13645-RA,0,0,5403596204,5272432113,0,0
Sconica_v3_13663-RA,0,0,87696670.25,33866935.9,707174579.7,0
Sconica_v3_13684-RA,0,0,0,0,327379266.6,1789194834
Sconica_v3_13694-RA,0,0,8422820320,6678944426,0,121076902.1
Sconica_v3_13730-RA,0,282853592.4,0,0,261534204.3,0
Sconica_v3_13782-RA,0,0,0,0,3067593286,9444406393
Sconica_v3_13786-RA,0,0,76011728,122972030.3,3022611591,3686025360
Sconica_v3_13810-RA,1529463663,1595641358,0,33261887.58,1146737174,2627654187
Sconica_v3_13811-RA,1548732631,1520270905,20035964.5,272279528.1,1146866182,1108844376
Sconica_v3_13855-RA,0,0,0,0,223426201.2,360157178.6
Sconica_v3_13860-RA,0,0,0,0,82925634.37,0
Sconica_v3_13898-RA,0,0,0,0,69120398.78,151776536
Sconica_v3_13926-RA,0,35167728.67,341309571,494767880.3,3814291509,22077904301
Sconica_v3_13956-RA,808250501.7,546926111.9,0,0,131029377,744750945.1
Sconica_v3_14050-RA,974974487.3,265896148,557258799,802323874.2,12438366654,10699293284
Sconica_v3_14065-RA,1043287552,874116799,0,0,192330711.6,0
Sconica_v3_14075-RA,0,0,30735036,165610891.5,0,0
Sconica_v3_14083-RA,283360650.2,240421870,120509024,522037043.6,0,167947424.8
Sconica_v3_14094-RA,0,0,0,0,391745409.7,1137724001
Sconica_v3_14095-RA,0,0,0,0,127403414.8,302265106.8
Sconica_v3_14099-RA,0,0,0,0,0,828106596.4
Sconica_v3_14117-RA,0,0,0,0,71242324.44,97511369.14
Sconica_v3_14139-RA,136004310.8,154199732.5,0,0,0,0
Sconica_v3_14142-RA,15057380.81,69564827.25,99632824019,1.29E+11,1982128857,7955463603
Sconica_v3_14145-RA,51132708.78,0,0,51162751.77,12825499147,15544994017
Sconica_v3_14161-RA,3.76E+11,2.91E+11,1535145734,5159133087,1.55E+11,1.62E+11
Sconica_v3_14167-RA,0,0,0,756045361.5,0,368480788.3
Sconica_v3_14184-RA,0,0,0,133070787.9,157044240.5,0
Sconica_v3_14185-RA,0,0,567410904,458727117.1,0,35054536.8
Sconica_v3_14196-RA,0,0,0,0,0,58747212.87
Sconica_v3_14206-RA,0,0,22213052,0,96294900.82,112606239.5
Sconica_v3_14227-RA,0,0,1244879900,977351192.3,4032697005,10134397612
Sconica_v3_14254-RA,0,0,0,0,68795896.7,326381989.4
Sconica_v3_14264-RA,453179686.1,1632806247,1065661016,592681727.3,596656224.5,0
Sconica_v3_14304-RA,0,0,0,0,1196118967,576398869.1
Sconica_v3_14316-RA,20764226170,27439069655,612729210,234702731.5,11023274954,24426607614
Sconica_v3_14323-RA,784331743.9,313717426.2,0,0,499014245.2,286846371.5
Sconica_v3_14325-RA,0,0,0,0,0,245559741.3
Sconica_v3_14351-RA,515042191.1,332726668,0,1574167.262,0,522247518.5
Sconica_v3_14372-RA,0,0,0,0,521245785.2,475220281.5
Sconica_v3_14439-RA,1578432563,3049946739,0,16184346.43,917150258.1,1401742483
Sconica_v3_14457-RA,560927978.5,567636930.8,0,0,241782777.1,172220497.5
Sconica_v3_14475-RA,0,26102755.13,305662736,324154692,642062886.4,1786481236
Sconica_v3_14517-RA,0,0,0,0,542769651,917949511.5
Sconica_v3_14527-RA,0,0,0,56379379.74,154819363.7,22393629179
Sconica_v3_14528-RA,0,0,0,0,0,4767310339
Sconica_v3_14559-RA,0,0,0,0,967921850.3,2821879746
Sconica_v3_14560-RA,0,0,0,0,0,60726782.32
Sconica_v3_14580-RA,878893351.9,1652594094,0,0,2237841377,1761870211
Sconica_v3_14614-RA,13424465622,17411512719,528929161,453574357.4,15772167522,7351915035
Sconica_v3_14617-RA,0,0,0,0,1903652702,2138385192
Sconica_v3_14623-RA,0,0,0,0,70744881.44,0
Sconica_v3_14632-RA,34953817.35,0,199453019.5,116986115.2,1730675525,2700565468
Sconica_v3_14710-RA,0,0,0,0,163492760.7,51919981.72
Sconica_v3_14723-RA,778565518.5,2296682846,0,0,1947020166,368278451.1
Sconica_v3_14748-RA,0,0,4041337858,7972076047,0,2184642323
Sconica_v3_14942-RA,1341176329,1275586470,63621896,289352970.3,1088356671,690874239.9
Sconica_v3_15000-RA,0,0,643473020,258898348.1,0,0
Sconica_v3_15008-RA,0,0,0,0,0,60123977.55
Sconica_v3_15024-RA,3874861818,6065857220,949513622,218505125.7,2872072569,2631027222
Sconica_v3_15405-RA,0,0,0,0,0,125466171.6
Sconica_v3_15549-RA,0,0,57004058,0,4592789654,8600763759
Sconica_v3_15618-RA,2261381745,5232221906,0,0,3047487730,1069988208
Sconica_v3_15621-RA,4494901575,1937612262,0,0,1237163133,2919784849
Sconica_v3_15626-RA,6504080.314,0,152644070,117021544.1,2431062055,3460205223
Sconica_v3_15641-RA,0,0,0,0,84743498.82,618432277.2
Sconica_v3_15700-RA,0,0,0,0,58437072.46,223602967.5
Sconica_v3_15731-RA,0,0,0,0,80327585.61,0
Sconica_v3_15752-RA,7147158917,7854210986,0,0,3094876430,4278845608
Sconica_v3_15812-RA,0,0,0,0,65046014.89,0
Sconica_v3_15838-RA,0,0,0,0,78094492.21,0
Sconica_v3_15839-RA,24022982.21,41032495.51,0,0,0,380657516.8
Sconica_v3_15844-RA,538284799.8,778368281.5,0,0,132102001.7,416365902.8
Sconica_v3_15860-RA,812162578.3,1735411012,2474996278,2006322430,2093975577,0
Sconica_v3_15887-RA,422244719.4,421524775.6,0,0,158903846.8,189113641.2
Sconica_v3_15944-RA,0,0,0,0,62073985.97,282929025
Sconica_v3_15959-RA,0,0,27979004,0,1698964214,3006341800
Sconica_v3_15963-RA,0,0,9875490736,3541959936,179535780.9,0
Sconica_v3_15968-RA,0,0,16316187,0,155290669.6,365249262.6
Sconica_v3_15977-RA,21858858.65,0,387256864,344836087.4,0,456235888.4
Sconica_v3_15992-RA,0,0,0,0,951656040.9,5161279089
Sconica_v3_15994-RA,0,0,0,0,143797792.5,789581639.2
Sconica_v3_15996-RA,0,0,4644137323,4684826611,0,0
Sconica_v3_16031-RA,507225198.8,0,0,0,173773721.9,0
Sconica_v3_16033-RA,0,0,0,0,0,308488579.8
Sconica_v3_16039-RA,390719832.3,896018689.9,0,0,150614667.6,0
Sconica_v3_16040-RA,3930591231,6500446359,803392416,681471927.2,2936440899,1738537967
Sconica_v3_16053-RA,0,0,113460512,0,0,0
Sconica_v3_16091-RA,137655528,0,0,0,116594932.2,247785493.4
Sconica_v3_16092-RA,0,0,0,0,109080537.4,724091825.1
Sconica_v3_16102-RA,0,0,0,0,0,0
Sconica_v3_16104-RA,44184744.32,38011800.43,68637488660,83599161464,2855862881,3563270469
Sconica_v3_16111-RA,0,0,0,0,0,193404316.4
Sconica_v3_16144-RA,0,0,0,0,57720079.06,226818579
Sconica_v3_16146-RA,0,0,0,0,0,174813599.8
Sconica_v3_16157-RA,267955496.9,217639007.8,0,0,143270286.8,161125959.7
Sconica_v3_16193-RA,68846830.38,123960893.7,0,0,0,0
Sconica_v3_16198-RA,0,0,44114504,0,0,0
Sconica_v3_16239-RA,0,0,0,0,29349344.61,166135616.3
Sconica_v3_16334-RA,268783419.2,455388623.4,0,43052864.64,0,0
Sconica_v3_16335-RA,1867251282,2811069409,98100432,0,1053718630,763575140.9
Sconica_v3_16375-RA,0,34515860.92,66171515258,55280095071,3824349958,4825104390
Sconica_v3_16400-RA,0,0,0,0,0,0
Sconica_v3_16421-RA,0,0,0,0,369156967.3,1132961268
Sconica_v3_16441-RA,0,0,0,0,424708158.4,1273366596
Sconica_v3_16452-RA,0,105315028.6,0,0,25028350.1,62947371.44
Sconica_v3_16492-RA,0,0,0,0,0,1005100635
Sconica_v3_16521-RA,572080584.5,670903015.7,1000604820,1010378287,11442965541,17283841662
Sconica_v3_16597-RA,0,0,146077264,137043751.6,1062940753,1168107148
Sconica_v3_16637-RA,96624739.94,41345925.46,1170949900,649299167.3,11032686659,11582691673
Sconica_v3_16661-RA,50434897.53,0,297445032,237267944,5156400831,6027339425
Sconica_v3_16705-RA,0,0,0,0,0,6764414697
Sconica_v3_16717-RA,131604125.5,169029864.3,0,0,0,115331721.1
Sconica_v3_16724-RA,0,0,0,77750021.59,0,0
Sconica_v3_16770-RA,0,0,0,0,472578815.7,1198474875
Sconica_v3_16794-RA,0,0,0,0,29074423,0
Sconica_v3_16847-RA,0,0,251834901.8,0,14785706558,17964485102
Sconica_v3_16857-RA,0,0,325625312,401178813.3,0,0
Sconica_v3_16859-RA,0,0,0,0,218376976.8,700056574.7
Sconica_v3_16860-RA,0,0,0,0,34691092.84,5206811811
Sconica_v3_16893-RA,0,32335948.5,23272589290,21269546397,0,2211571876
Sconica_v3_16901-RA,0,0,0,0,0,127813447.2
Sconica_v3_16907-RA,0,0,0,0,148760489.8,733814669.4
Sconica_v3_16908-RA,0,0,0,58311966.24,3415111316,6392567806
Sconica_v3_16948-RA,0,0,3239563901,9651418855,0,0
Sconica_v3_16957-RA,116140043.3,178093112.5,0,0,0,0
Sconica_v3_16976-RA,0,0,0,144537556.5,767540400.7,1810971235
Sconica_v3_17002-RA,0,0,0,0,863853644.1,1850208742
Sconica_v3_17015-RA,0,0,0,0,50503129.22,179018438.9
Sconica_v3_17018-RA,0,0,276875776,0,0,0
Sconica_v3_17134-RA,0,0,0,56981594.16,2772119904,9750077487
Sconica_v3_17136-RA,0,0,0,0,0,67830456.44
Sconica_v3_17139-RA,0,0,0,0,85124030.59,313571162.1
Sconica_v3_17145-RA,0,0,0,0,0,44771198.61
Sconica_v3_17175-RA,0,0,0,59366701.3,3779543382,12936857564
Sconica_v3_17180-RA,125622669.7,40206517.86,0,64635854.35,1570737675,25361719479
Sconica_v3_17182-RA,0,0,70831566,151756947.4,1430058657,25773202854
Sconica_v3_17184-RA,0,0,299622948,101763345.9,1565500646,505276774.2
Sconica_v3_17191-RA,0,0,0,0,189926829.2,766648301.1
Sconica_v3_17199-RA,0,0,0,0,217464018.1,1292944855
Sconica_v3_17200-RA,0,0,6526130.5,0,1028106977,1272025769
Sconica_v3_17212-RA,0,0,1708095320,753883364.9,0,0
Sconica_v3_17246-RA,0,0,0,0,124530299.5,0
Sconica_v3_17306-RA,1647919936,579097242.9,0,0,352218764,548252799.2
Sconica_v3_17307-RA,323005339.9,11330591600,282977184,1265611280,685984204.4,0
Sconica_v3_17326-RA,14863701.46,283604232.8,68250960,0,613786180.6,633792898.3
Sconica_v3_17332-RA,227270090.7,700398832.8,0,0,0,0
Sconica_v3_17339-RA,0,0,0,0,40658408.17,2092604789
Sconica_v3_17360-RA,0,0,0,0,204424975.2,889154568.1
Sconica_v3_17373-RA,0,0,62767404,852225104.6,2779378025,210207983.1
Sconica_v3_17404-RA,544588857.1,552940045.9,0,0,148816699,213039695.8
Sconica_v3_17436-RA,0,0,3782272103,3584980711,127056676,0
Sconica_v3_17439-RA,52471943.13,0,0,0,89308166.05,1697728374
Sconica_v3_17440-RA,0,0,6175147252,5577142553,0,0
Sconica_v3_17449-RA,0,0,12422271762,12873198515,339844641.8,806674446.7
Sconica_v3_17490-RA,2141444498,2218554831,0,226347241.3,662984724.7,1251486610
Sconica_v3_17491-RA,250100940.3,348410805.6,0,0,272702717.1,147654351.2
Sconica_v3_17500-RA,65963943.8,237542194.5,0,0,0,0
Sconica_v3_17502-RA,0,0,0,0,0,123575344.1
Sconica_v3_17542-RA,0,0,18360051363,15282701889,99281896.51,73037640.45
Sconica_v3_17543-RA,692409124.5,0,0,0,0,0
Sconica_v3_17545-RA,0,0,311247128,728314596.8,4478942904,4894000223
Sconica_v3_17547-RA,0,0,0,0,176275776,45453125.73
Sconica_v3_17549-RA,43368559.07,0,129852260,74735255.76,588150037.4,4291086317
Sconica_v3_17561-RA,0,0,0,0,143844446.1,298992035.8
Sconica_v3_17565-RA,3809293202,2620394897,0,0,513703057.2,1625447694
Sconica_v3_17566-RA,13045038534,20919107235,1933472048,3246747245,10766971467,2682275793
Sconica_v3_17570-RA,49662089213,77811396992,2768997480,2328481931,25648829663,29408855811
Sconica_v3_17581-RA,0,0,537570644,426567818.5,0,0
Sconica_v3_17618-RA,25992068744,49024768352,2923095226,1446087084,24217909836,8169755267
Sconica_v3_17645-RA,0,0,0,0,0,66817222.73
Sconica_v3_17663-RA,11834654.08,0,0,0,0,0
Sconica_v3_17676-RA,0,0,0,0,0,4358301147
Sconica_v3_17685-RA,0,0,0,0,87757482.26,131057297.5
Sconica_v3_17689-RA,0,0,0,0,0,38640823.71
Sconica_v3_17719-RA,0,0,28612762256,24837203379,1038628155,2525972869
Sconica_v3_17729-RA,688197671.7,614514365.1,0,0,74748772.98,113499048
Sconica_v3_17748-RA,0,0,1422694348,544500008.1,0,0
Sconica_v3_17759-RA,0,0,3238009746,3009183519,0,83134967.7
Sconica_v3_17760-RA,1549308978,1658617200,0,0,237173636.5,571952183.2
Sconica_v3_17770-RA,0,0,0,0,0,101702218.2
Sconica_v3_17772-RA,11973078.32,1183550292,0,0,0,0
Sconica_v3_17776-RA,17626678315,23099649949,801303064,1124064297,17396266956,16088798561
Sconica_v3_17777-RA,0,0,0,0,19167553.87,31632421.48
Sconica_v3_17785-RA,0,0,1725497890,1688438342,0,0
Sconica_v3_17791-RA,0,0,0,0,264278744.1,1118695444
Sconica_v3_17812-RA,0,0,0,0,36541241.15,125486800.7
Sconica_v3_17854-RA,0,0,45853164,1330712282,0,0
Sconica_v3_17856-RA,32263637.21,179643540.7,0,0,119166938.4,0
Sconica_v3_17857-RA,0,0,0,165817415.1,0,0
Sconica_v3_17858-RA,0,0,0,0,286196922.4,421793466
Sconica_v3_17859-RA,0,0,3726677584,3832980950,0,0
Sconica_v3_17881-RA,0,0,0,0,0,55627447.53
Sconica_v3_17891-RA,443749997.3,363975959.9,115537950,0,469673016.4,410089317.9
Sconica_v3_17894-RA,0,0,337622728,85983754.74,0,0
Sconica_v3_17904-RA,0,0,0,0,279466139.7,438393425.7
Sconica_v3_17909-RA,0,0,33373046,0,394169392.9,190777559.7
Sconica_v3_17923-RA,0,0,0,0,21072121.92,0
Sconica_v3_17925-RA,0,0,0,0,50912419.35,202892119.5
Sconica_v3_17926-RA,127878584.9,0,0,0,0,0
Sconica_v3_17927-RA,0,0,0,0,81700360.03,0
Sconica_v3_17930-RA,0,0,1648578960,1160575803,0,0
Sconica_v3_17932-RA,15760916030,8765476039,11132431811,11949897456,13463590806,5063630048
Sconica_v3_17938-RA,299055970.7,331216064.2,0,0,29163817.18,0
Sconica_v3_17951-RA,0,0,0,0,0,98997654.29
Sconica_v3_17955-RA,74204888.01,175382454.1,0,0,181133080.5,323529966.3
Sconica_v3_17986-RA,1520696971,1128137858,0,0,923301678.4,435801451.9
Sconica_v3_18000-RA,0,0,0,58532882.99,403049939.5,0
Sconica_v3_18011-RA,55768507.15,310068027.3,0,0,324477405.6,0
Sconica_v3_18020-RA,0,0,0,0,174212873.1,253760641.6
Sconica_v3_18023-RA,0,0,0,0,15194276.39,44312895.38
Sconica_v3_18035-RA,0,0,99326623595,1.27E+11,4536629238,3210804697
Sconica_v3_18056-RA,121445503.7,0,0,0,0,0
Sconica_v3_18062-RA,0,0,0,0,288296296.3,292806840.3
Sconica_v3_18067-RA,1168990701,1340892996,0,0,706456266.2,361266608.7
Sconica_v3_18080-RA,75782307.26,93670958.38,149975444,436386633.9,366066626.7,1053747971
Sconica_v3_18083-RA,0,0,1201020368,1322824564,0,0
Sconica_v3_18092-RA,0,66584863.15,5950885647,3920097388,114985581.7,268744057.5
Sconica_v3_18105-RA,1.06E+11,79214264782,421961188,524273052,65441247648,48673856640
Sconica_v3_18125-RA,1635367922,1523804421,29953624,0,4463574805,780571717.5
Sconica_v3_18149-RA,0,0,0,0,1510539840,743576704.4
Sconica_v3_18150-RA,0,0,153662032,153695415.1,3508271218,3929373084
Sconica_v3_18159-RA,0,0,128033161,0,0,0
Sconica_v3_18164-RA,0,0,0,0,42878770.13,212960065.2
Sconica_v3_18201-RA,3195463505,5517258754,0,0,1688435912,1745000548
